"Time","Force"
0.43200,-0.03
0.43230,0.01
0.43260,-0.03
0.43290,-0.03
0.43320,-0.03
0.43350,-0.03
0.43380,-0.03
0.43410,-0.03
0.43440,0.01
0.43470,-0.03
0.43500,-0.03
0.43530,-0.03
0.43560,-0.03
0.43590,-0.03
0.43620,-0.03
0.43650,-0.03
0.43680,-0.03
0.43710,-0.03
0.43740,0.01
0.43770,-0.03
0.43800,-0.03
0.43830,0.01
0.43860,-0.03
0.43890,-0.03
0.43920,-0.03
0.43950,-0.03
0.43980,-0.03
0.44010,-0.03
0.44040,-0.03
0.44070,0.01
0.44100,-0.03
0.44130,-0.03
0.44160,-0.03
0.44190,-0.03
0.44220,-0.03
0.44250,-0.03
0.44280,-0.03
0.44310,-0.03
0.44340,0.01
0.44370,-0.03
0.44400,-0.03
0.44430,-0.06
0.44460,-0.03
0.44490,-0.03
0.44520,-0.03
0.44550,-0.03
0.44580,-0.03
0.44610,-0.03
0.44640,0.01
0.44670,-0.03
0.44700,-0.03
0.44730,-0.03
0.44760,-0.03
0.44790,-0.03
0.44820,-0.03
0.44850,-0.03
0.44880,-0.03
0.44910,-0.03
0.44940,-0.03
0.44970,-0.03
0.45000,-0.03
0.45030,-0.03
0.45060,-0.03
0.45090,-0.03
0.45120,0.01
0.45150,-0.03
0.45180,0.01
0.45210,-0.03
0.45240,-0.03
0.45270,0.01
0.45300,-0.03
0.45330,-0.03
0.45360,-0.03
0.45390,0.01
0.45420,-0.03
0.45450,-0.03
0.45480,-0.03
0.45510,0.01
0.45540,0.01
0.45570,-0.03
0.45600,-0.03
0.45630,-0.03
0.45660,0.01
0.45690,-0.03
0.45720,-0.03
0.45750,-0.03
0.45780,0.01
0.45810,-0.03
0.45840,-0.03
0.45870,-0.03
0.45900,-0.03
0.45930,-0.03
0.45960,-0.03
0.45990,-0.03
0.46020,-0.03
0.46050,0.01
0.46080,0.01
0.46110,-0.03
0.46140,-0.03
0.46170,-0.03
0.46200,-0.03
0.46230,-0.03
0.46260,-0.03
0.46290,-0.03
0.46320,-0.03
0.46350,-0.03
0.46380,-0.03
0.46410,0.01
0.46440,0.01
0.46470,-0.03
0.46500,0.01
0.46530,-0.03
0.46560,-0.03
0.46590,0.01
0.46620,0.01
0.46650,-0.03
0.46680,-0.03
0.46710,0.01
0.46740,-0.03
0.46770,-0.03
0.46800,-0.03
0.46830,0.01
0.46860,-0.03
0.46890,0.01
0.46920,-0.03
0.46950,-0.03
0.46980,0.01
0.47010,-0.03
0.47040,-0.03
0.47070,-0.03
0.47100,0.01
0.47130,-0.03
0.47160,-0.03
0.47190,-0.03
0.47220,-0.03
0.47250,-0.03
0.47280,-0.03
0.47310,-0.03
0.47340,-0.03
0.47370,-0.03
0.47400,-0.03
0.47430,-0.03
0.47460,-0.03
0.47490,-0.03
