"Time","Position","Velocity","Acceleration"
1.72000,0.027,-0.002,0.097
1.74000,0.028,0.000,0.128
1.76000,0.027,0.003,0.138
1.78000,0.028,0.009,-0.007
1.80000,0.028,0.006,-0.281
1.82000,0.028,-0.008,-0.273
1.84000,0.027,-0.012,0.074
1.86000,0.027,-0.002,0.265
1.88000,0.027,0.007,0.080
1.90000,0.028,0.003,-0.167
1.92000,0.028,-0.007,-0.091
1.94000,0.027,-0.006,0.220
1.96000,0.027,0.008,0.243
1.98000,0.028,0.012,-0.118
2.00000,0.028,0.001,-0.372
2.02000,0.028,-0.010,-0.257
2.04000,0.027,-0.014,0.095
2.06000,0.027,-0.005,0.379
2.08000,0.027,0.008,0.336
2.10000,0.028,0.011,0.159
2.12000,0.028,0.011,0.077
2.14000,0.028,0.013,0.000
2.16000,0.028,0.022,-0.516
2.18000,0.030,-0.010,-0.875
2.20000,0.027,-0.035,-0.242
2.22000,0.027,-0.016,0.300
2.24000,0.027,-0.010,0.291
2.26000,0.027,-0.006,0.272
2.28000,0.027,-0.003,0.358
2.30000,0.027,0.008,0.416
2.32000,0.027,0.021,0.161
2.34000,0.028,0.019,-0.288
2.36000,0.028,0.003,-0.481
2.38000,0.028,-0.008,-0.305
2.40000,0.028,-0.008,-0.120
2.42000,0.028,-0.009,-0.075
2.44000,0.027,-0.012,-0.011
2.46000,0.027,-0.011,0.091
2.48000,0.027,-0.006,-0.007
2.50000,0.027,-0.002,-0.643
2.52000,0.027,-0.019,-1.783
2.54000,0.027,-0.077,-2.475
2.56000,0.025,-0.153,-1.350
2.58000,0.020,-0.173,1.634
2.60000,0.015,-0.069,3.638
2.62000,0.017,0.041,2.250
2.64000,0.019,0.049,-0.672
2.66000,0.020,0.011,-3.191
2.68000,0.022,-0.152,-1.870
2.70000,0.010,-0.140,3.606
2.72000,0.015,-0.010,9.163
2.74000,0.008,0.232,12.920
2.76000,0.018,0.696,6.668
2.78000,0.044,0.712,-9.411
2.80000,0.057,0.243,-21.496
2.82000,0.057,-0.419,-20.030
2.84000,0.033,-0.758,-7.738
2.86000,0.020,-0.703,4.239
2.88000,0.002,-0.470,10.194
2.90000,0.000,-0.164,9.032
2.92000,0.000,-0.062,4.893
2.94000,-0.002,-0.015,2.551
2.96000,-0.001,0.008,2.118
2.98000,-0.002,0.043,3.425
3.00000,0.001,0.121,5.752
3.02000,0.001,0.292,6.997
3.04000,0.012,0.466,5.132
3.06000,0.022,0.514,2.248
3.08000,0.033,0.524,0.690
3.10000,0.043,0.523,0.188
3.12000,0.054,0.526,0.174
3.14000,0.064,0.529,0.289
3.16000,0.075,0.534,0.515
3.18000,0.085,0.558,0.359
3.20000,0.098,0.560,-0.293
3.22000,0.108,0.535,-0.488
3.24000,0.119,0.530,-0.162
3.26000,0.130,0.532,0.114
3.28000,0.140,0.532,0.444
3.30000,0.150,0.558,0.330
3.32000,0.163,0.561,-0.486
3.34000,0.173,0.527,-0.842
3.36000,0.184,0.513,-0.526
3.38000,0.194,0.508,-0.225
3.40000,0.204,0.509,-0.168
3.42000,0.214,0.508,-0.428
3.44000,0.224,0.495,-0.764
3.46000,0.234,0.463,-0.447
3.48000,0.242,0.463,0.466
3.50000,0.252,0.495,0.800
3.52000,0.263,0.509,0.489
3.54000,0.273,0.513,0.179
3.56000,0.283,0.511,0.083
3.58000,0.293,0.514,0.101
3.60000,0.304,0.518,0.015
3.62000,0.314,0.515,-0.073
3.64000,0.324,0.513,-0.068
3.66000,0.334,0.510,0.096
3.68000,0.345,0.513,0.422
3.70000,0.355,0.527,0.649
3.72000,0.365,0.550,0.346
3.74000,0.377,0.550,-0.368
3.76000,0.388,0.527,-0.701
3.78000,0.398,0.512,-0.523
3.80000,0.408,0.505,-0.205
3.82000,0.418,0.506,0.007
3.84000,0.429,0.508,0.068
3.86000,0.438,0.509,0.094
3.88000,0.449,0.513,0.051
3.90000,0.459,0.513,-0.047
3.92000,0.469,0.509,-0.065
3.94000,0.479,0.508,0.069
3.96000,0.490,0.510,0.321
3.98000,0.500,0.516,0.663
4.00000,0.510,0.547,0.459
4.02000,0.522,0.550,-0.418
4.04000,0.533,0.519,-0.797
4.06000,0.542,0.505,-0.519
4.08000,0.553,0.498,-0.152
4.10000,0.562,0.502,0.060
4.12000,0.573,0.507,-0.055
4.14000,0.583,0.500,-0.206
4.16000,0.593,0.493,-0.079
4.18000,0.602,0.495,0.211
4.20000,0.612,0.502,0.474
4.22000,0.622,0.513,0.678
4.24000,0.632,0.540,0.341
4.26000,0.645,0.539,-0.512
4.28000,0.655,0.506,-0.789
4.30000,0.664,0.494,-0.437
4.32000,0.674,0.492,-0.143
4.34000,0.684,0.492,-0.040
4.36000,0.694,0.490,0.012
4.38000,0.704,0.494,-0.015
4.40000,0.714,0.495,-0.302
4.42000,0.724,0.484,-0.697
4.44000,0.733,0.465,-0.914
4.46000,0.743,0.436,-0.537
4.48000,0.750,0.429,0.471
4.50000,0.759,0.465,0.990
4.52000,0.769,0.490,0.534
4.54000,0.779,0.485,0.064
4.56000,0.788,0.483,-0.004
4.58000,0.798,0.484,0.010
4.60000,0.808,0.483,0.044
4.62000,0.817,0.487,0.030
4.64000,0.827,0.488,-0.138
4.66000,0.837,0.480,-0.245
4.68000,0.847,0.473,-0.098
4.70000,0.856,0.475,0.097
4.72000,0.865,0.482,0.076
4.74000,0.875,0.480,-0.025
4.76000,0.885,0.477,0.003
4.78000,0.894,0.480,0.039
4.80000,0.904,0.482,-0.055
4.82000,0.914,0.476,-0.100
4.84000,0.923,0.475,-0.028
4.86000,0.933,0.477,-0.021
4.88000,0.942,0.475,-0.037
4.90000,0.952,0.474,-0.011
4.92000,0.961,0.476,-0.037
4.94000,0.971,0.471,-0.005
4.96000,0.980,0.474,0.069
4.98000,0.990,0.479,-0.049
5.00000,0.999,0.471,-0.104
5.02000,1.008,0.470,0.021
5.04000,1.018,0.475,0.020
5.06000,1.028,0.473,-0.054
5.08000,1.037,0.470,-0.008
5.10000,1.046,0.473,0.030
5.12000,1.056,0.473,-0.028
5.14000,1.065,0.474,-0.164
5.16000,1.075,0.464,-0.164
5.18000,1.084,0.461,0.087
5.20000,1.093,0.472,0.144
5.22000,1.103,0.471,0.006
5.24000,1.112,0.467,0.052
5.26000,1.121,0.474,0.060
5.28000,1.131,0.473,-0.039
5.30000,1.140,0.470,-0.024
5.32000,1.150,0.472,-0.021
5.34000,1.159,0.471,-0.079
5.36000,1.169,0.467,-0.071
5.38000,1.178,0.465,0.061
5.40000,1.187,0.471,0.107
5.42000,1.197,0.474,-0.077
5.44000,1.206,0.468,-0.240
5.46000,1.215,0.461,-0.228
5.48000,1.225,0.458,-0.134
5.50000,1.234,0.453,0.075
5.52000,1.242,0.461,0.260
5.54000,1.252,0.471,0.140
5.56000,1.262,0.465,0.032
5.58000,1.270,0.468,0.073
5.60000,1.280,0.473,-0.048
5.62000,1.290,0.465,-0.115
5.64000,1.299,0.465,-0.068
5.66000,1.308,0.464,-0.057
5.68000,1.317,0.460,0.070
5.70000,1.326,0.467,0.167
5.72000,1.336,0.474,0.019
5.74000,1.346,0.463,0.049
5.76000,1.354,0.466,0.413
5.78000,1.364,0.498,0.041
5.80000,1.376,0.473,-0.567
5.82000,1.383,0.446,-0.025
5.84000,1.392,0.484,0.121
5.86000,1.404,0.466,-0.323
5.88000,1.410,0.448,0.033
5.90000,1.420,0.484,-0.423
5.92000,1.431,0.454,-2.045
5.94000,1.438,0.402,-3.835
5.96000,1.448,0.314,-5.982
5.98000,1.453,0.131,-6.412
6.00000,1.452,0.002,-4.171
6.02000,1.451,-0.034,-1.756
6.04000,1.450,-0.042,-0.504
6.06000,1.450,-0.041,-0.077
6.08000,1.449,-0.041,0.022
6.10000,1.448,-0.040,0.060
6.12000,1.447,-0.039,0.070
6.14000,1.446,-0.034,-0.124
6.16000,1.446,-0.042,-0.399
6.18000,1.445,-0.051,-0.467
6.20000,1.444,-0.073,0.088
6.22000,1.441,-0.064,1.226
6.24000,1.440,0.000,1.252
6.26000,1.442,0.016,-0.084
6.28000,1.442,-0.016,-0.943
6.30000,1.441,-0.037,-0.953
6.32000,1.441,-0.069,-0.161
6.34000,1.438,-0.058,1.182
6.36000,1.437,0.005,1.278
6.38000,1.439,0.020,0.132
6.40000,1.439,-0.003,-0.519
6.42000,1.438,-0.016,-0.512
6.44000,1.438,-0.022,-0.471
6.46000,1.438,-0.028,-0.602
6.48000,1.438,-0.054,-0.341
6.50000,1.435,-0.056,0.502
6.52000,1.435,-0.022,0.790
6.54000,1.435,-0.011,0.456
6.56000,1.434,-0.007,0.182
6.58000,1.434,-0.007,0.058
6.60000,1.434,-0.006,0.070
6.62000,1.434,-0.005,0.131
6.64000,1.434,0.000,0.150
6.66000,1.434,0.003,0.065
6.68000,1.434,0.002,0.003
6.70000,1.434,0.002,0.024
6.72000,1.434,0.004,0.005
6.74000,1.434,0.002,0.005
6.76000,1.434,0.002,0.101
6.78000,1.434,0.006,0.212
6.80000,1.434,0.010,0.357
6.82000,1.435,0.019,0.475
6.84000,1.435,0.035,0.267
6.86000,1.436,0.039,-0.314
6.88000,1.437,0.015,-0.546
6.90000,1.436,0.004,-0.191
6.92000,1.437,0.011,0.058
6.94000,1.437,0.014,-0.041
6.96000,1.438,0.008,-0.150
6.98000,1.437,0.004,-0.072
7.00000,1.438,0.006,0.016
7.02000,1.438,0.006,0.025
7.04000,1.438,0.007,0.017
7.06000,1.438,0.007,0.018
7.08000,1.438,0.007,0.032
7.10000,1.438,0.008,0.044
7.12000,1.438,0.011,-0.021
7.14000,1.439,0.008,-0.109
7.16000,1.439,0.005,-0.140
7.18000,1.439,0.001,-0.096
7.20000,1.439,-0.002,0.077
7.22000,1.439,0.005,0.176
7.24000,1.439,0.010,0.078
7.26000,1.439,0.008,-0.015
7.28000,1.439,0.007,-0.025
7.30000,1.440,0.007,-0.017
7.32000,1.440,0.007,-0.017
7.34000,1.440,0.006,-0.029
7.36000,1.440,0.006,-0.033
7.38000,1.440,0.003,0.035
7.40000,1.440,0.007,0.111
7.42000,1.440,0.011,0.062
7.44000,1.440,0.009,0.008
7.46000,1.441,0.011,-0.058
7.48000,1.441,0.007,-0.124
7.50000,1.441,0.005,-0.123
7.52000,1.441,0.000,-0.016
7.54000,1.441,0.005,0.063
7.56000,1.441,0.007,-0.065
7.58000,1.441,-0.001,-0.067
7.60000,1.441,0.001,0.067
7.62000,1.441,0.005,0.079
7.64000,1.441,0.006,0.008
7.66000,1.441,0.005,-0.077
7.68000,1.442,0.002,-0.088
7.70000,1.441,0.000,-0.020
7.72000,1.442,0.001,0.045
7.74000,1.441,0.002,0.093
7.76000,1.442,0.008,-0.001
7.78000,1.442,0.002,-0.097
7.80000,1.442,0.001,-0.068
7.82000,1.442,0.000,-0.051
7.84000,1.442,0.000,-0.067
7.86000,1.442,-0.002,-0.110
7.88000,1.442,-0.006,-0.082
7.90000,1.442,-0.008,0.080
7.92000,1.441,-0.002,0.177
7.94000,1.442,0.003,0.085
7.96000,1.441,0.001,0.013
7.98000,1.442,0.001,0.032
8.00000,1.441,0.002,0.051
8.02000,1.442,0.007,-0.075
8.04000,1.442,0.000,-0.192
8.06000,1.442,-0.007,-0.034
8.08000,1.441,-0.003,0.192
8.10000,1.441,0.007,0.139
8.12000,1.442,0.005,-0.065
8.14000,1.442,0.001,-0.124
8.16000,1.442,-0.003,-0.026
8.18000,1.441,0.000,0.069
8.20000,1.442,0.003,-0.002
8.22000,1.442,0.000,-0.094
8.24000,1.442,-0.002,-0.107
8.26000,1.442,-0.007,0.031
8.28000,1.441,-0.001,0.166
8.30000,1.442,0.004,0.079
8.32000,1.442,0.004,-0.094
8.34000,1.442,-0.001,-0.187
8.36000,1.442,-0.008,-0.061
8.38000,1.441,-0.005,0.130
8.40000,1.441,0.002,0.122
8.42000,1.442,0.001,0.038
8.44000,1.441,0.002,0.008
8.46000,1.442,0.003,-0.071
8.48000,1.442,-0.001,-0.132
8.50000,1.442,-0.007,-0.001
8.52000,1.441,-0.001,0.131
8.54000,1.442,0.003,0.067
8.56000,1.441,0.001,0.011
8.58000,1.442,0.001,0.038
8.60000,1.441,0.002,0.082
8.62000,1.442,0.008,-0.006
8.64000,1.442,0.002,-0.112
8.66000,1.442,0.000,-0.096
8.68000,1.442,-0.001,-0.081
8.70000,1.442,-0.004,-0.021
8.72000,1.442,-0.002,0.015
8.74000,1.442,-0.002,-0.020
8.76000,1.442,-0.004,0.001
8.78000,1.441,-0.002,0.023
8.80000,1.442,-0.002,-0.002
8.82000,1.441,-0.003,0.043
8.84000,1.441,0.000,0.085
8.86000,1.441,0.003,0.001
8.88000,1.442,0.000,-0.079
8.90000,1.441,-0.003,-0.017
8.92000,1.441,-0.001,0.051
8.94000,1.441,0.000,0.048
8.96000,1.441,0.003,-0.019
8.98000,1.442,-0.002,-0.014
9.00000,1.441,0.000,0.062
9.02000,1.442,0.003,0.002
9.04000,1.441,0.001,-0.068
9.06000,1.442,-0.001,-0.077
9.08000,1.441,-0.004,-0.015
9.10000,1.441,-0.001,0.042
9.12000,1.441,0.000,0.017
9.14000,1.441,0.000,-0.011
9.16000,1.441,-0.001,-0.015
9.18000,1.441,-0.003,0.064
9.20000,1.441,0.001,0.145
9.22000,1.441,0.007,0.032
9.24000,1.442,0.002,-0.082
9.26000,1.441,0.001,-0.060
9.28000,1.442,0.000,-0.030
9.30000,1.441,0.000,-0.010
9.32000,1.442,0.000,-0.016
9.34000,1.441,0.000,-0.031
9.36000,1.442,-0.001,-0.045
9.38000,1.441,-0.004,0.014
9.40000,1.441,-0.001,0.077
9.42000,1.441,0.001,0.065
9.44000,1.441,0.003,-0.017
9.46000,1.442,0.000,-0.093
9.48000,1.441,-0.003,-0.031
9.50000,1.441,-0.001,0.033
9.52000,1.441,0.000,0.028
9.54000,1.441,0.000,0.011
9.56000,1.441,0.000,-0.012
9.58000,1.441,0.000,-0.031
9.60000,1.441,-0.001,-0.047
9.62000,1.441,-0.004,0.006
9.64000,1.441,-0.001,0.077
9.66000,1.441,0.000,0.092
9.68000,1.441,0.002,0.096
9.70000,1.441,0.007,-0.029
9.72000,1.442,0.001,-0.147
9.74000,1.441,-0.003,-0.078
9.76000,1.441,-0.002,-0.017
9.78000,1.441,-0.002,-0.052
9.80000,1.441,-0.004,-0.130
9.82000,1.441,-0.004,-0.320
9.84000,1.441,-0.013,-0.601
9.86000,1.441,-0.040,-0.342
9.88000,1.439,-0.039,0.445
9.90000,1.439,-0.010,0.703
9.92000,1.439,0.004,0.293
9.94000,1.440,0.000,-0.087
9.96000,1.439,-0.008,-0.105
9.98000,1.439,-0.007,0.017
10.00000,1.439,-0.004,0.106
