"Time","Position","Velocity","Acceleration"
5.02000,0.955,0.450,0.078
5.04000,0.964,0.446,0.214
5.06000,0.972,0.466,0.030
5.08000,0.984,0.451,-0.289
5.10000,0.990,0.444,-0.133
5.12000,1.001,0.446,-0.011
5.14000,1.008,0.446,0.053
5.16000,1.019,0.458,-0.269
5.18000,1.027,0.423,-0.116
5.20000,1.034,0.442,0.477
5.22000,1.045,0.464,0.152
5.24000,1.054,0.450,-0.282
5.26000,1.063,0.442,-0.274
5.28000,1.071,0.436,-0.086
5.30000,1.080,0.440,0.060
5.32000,1.089,0.445,-0.059
5.34000,1.098,0.436,-0.149
5.36000,1.106,0.434,-0.062
5.38000,1.115,0.436,-0.048
5.40000,1.124,0.433,-0.065
5.42000,1.133,0.433,-0.098
5.44000,1.141,0.431,-0.149
5.46000,1.150,0.428,-0.193
5.48000,1.159,0.411,0.238
5.50000,1.165,0.437,0.650
5.52000,1.176,0.460,0.057
5.54000,1.185,0.438,-0.536
5.56000,1.193,0.429,-0.708
5.58000,1.202,0.412,-0.829
5.60000,1.210,0.380,-0.194
5.62000,1.216,0.393,0.884
5.64000,1.225,0.432,1.197
5.66000,1.234,0.463,0.488
5.68000,1.245,0.448,-0.145
5.70000,1.251,0.444,-0.184
5.72000,1.263,0.438,-0.031
5.74000,1.269,0.441,0.234
5.76000,1.280,0.458,-0.007
5.78000,1.288,0.439,-0.216
5.80000,1.297,0.442,-0.127
5.82000,1.306,0.438,-0.168
5.84000,1.314,0.434,-0.116
5.86000,1.323,0.433,-0.050
5.88000,1.332,0.433,0.000
5.90000,1.340,0.433,0.029
5.92000,1.349,0.435,-0.008
5.94000,1.358,0.431,0.006
5.96000,1.366,0.436,0.019
5.98000,1.375,0.435,-0.080
6.00000,1.384,0.428,0.015
6.02000,1.392,0.435,0.098
6.04000,1.401,0.437,-0.109
6.06000,1.410,0.435,-0.742
6.08000,1.418,0.424,-2.369
6.10000,1.427,0.370,-5.201
6.12000,1.436,0.202,-7.131
6.14000,1.436,0.016,-5.771
6.16000,1.434,-0.055,-2.918
6.18000,1.433,-0.075,-1.040
6.20000,1.431,-0.078,-0.180
6.22000,1.429,-0.073,0.031
6.24000,1.428,-0.074,0.029
6.26000,1.426,-0.074,0.067
6.28000,1.425,-0.071,0.055
6.30000,1.424,-0.070,-0.001
6.32000,1.422,-0.072,0.018
6.34000,1.421,-0.070,0.052
6.36000,1.420,-0.069,0.036
6.38000,1.418,-0.069,0.034
6.40000,1.417,-0.068,0.056
6.42000,1.415,-0.067,0.107
6.44000,1.414,-0.063,0.101
6.46000,1.413,-0.062,0.038
6.48000,1.412,-0.060,-0.062
6.50000,1.411,-0.068,-0.010
6.52000,1.409,-0.063,0.128
6.54000,1.408,-0.058,0.081
6.56000,1.406,-0.059,0.030
6.58000,1.406,-0.058,-0.007
6.60000,1.404,-0.060,-0.011
6.62000,1.403,-0.060,0.067
6.64000,1.402,-0.056,0.102
6.66000,1.401,-0.055,0.097
6.68000,1.400,-0.053,0.118
6.70000,1.399,-0.050,0.109
6.72000,1.398,-0.048,0.084
6.74000,1.397,-0.047,0.101
6.76000,1.396,-0.045,0.151
6.78000,1.395,-0.039,0.103
6.80000,1.394,-0.040,0.021
6.82000,1.393,-0.040,0.038
6.84000,1.393,-0.040,0.095
6.86000,1.392,-0.036,0.132
6.88000,1.391,-0.034,0.147
6.90000,1.390,-0.031,0.201
6.92000,1.390,-0.024,0.172
6.94000,1.389,-0.022,0.068
6.96000,1.389,-0.024,0.073
6.98000,1.388,-0.021,0.122
7.00000,1.388,-0.017,0.083
7.02000,1.388,-0.018,0.062
7.04000,1.387,-0.015,0.059
7.06000,1.387,-0.014,0.026
7.08000,1.387,-0.014,0.031
7.10000,1.387,-0.016,0.127
7.12000,1.386,-0.008,0.163
7.14000,1.386,-0.005,0.007
7.16000,1.386,-0.008,-0.128
7.18000,1.386,-0.015,-0.041
7.20000,1.385,-0.012,0.135
7.22000,1.386,-0.005,0.130
7.24000,1.385,-0.006,0.078
7.26000,1.385,-0.005,0.120
7.28000,1.385,0.000,0.137
7.30000,1.385,0.003,0.051
7.32000,1.385,0.001,-0.015
7.34000,1.385,0.001,0.004
7.36000,1.385,0.001,0.038
7.38000,1.385,0.004,0.015
7.40000,1.386,0.002,0.002
7.42000,1.385,0.002,0.067
7.44000,1.386,0.005,0.083
7.46000,1.386,0.006,0.044
7.48000,1.386,0.007,0.006
7.50000,1.386,0.006,-0.014
7.52000,1.386,0.006,-0.022
7.54000,1.386,0.004,0.019
7.56000,1.386,0.009,-0.016
7.58000,1.387,0.005,-0.119
7.60000,1.386,0.000,-0.046
7.62000,1.386,0.004,0.024
7.64000,1.387,0.004,-0.024
7.66000,1.387,0.000,0.042
7.68000,1.386,0.005,0.101
7.70000,1.387,0.008,-0.031
7.72000,1.387,0.003,-0.103
7.74000,1.387,0.001,-0.047
7.76000,1.387,0.001,0.002
7.78000,1.387,0.003,-0.036
7.80000,1.387,0.000,-0.086
7.82000,1.387,-0.003,-0.014
7.84000,1.387,0.000,0.052
7.86000,1.387,0.002,-0.008
7.88000,1.387,-0.002,-0.017
7.90000,1.387,0.000,0.033
7.92000,1.387,0.002,-0.042
7.94000,1.387,-0.003,-0.050
7.96000,1.387,-0.002,0.017
7.98000,1.387,-0.003,0.097
8.00000,1.387,0.004,0.105
8.02000,1.387,0.005,-0.029
8.04000,1.387,0.001,-0.097
8.06000,1.387,-0.001,-0.095
8.08000,1.387,-0.004,-0.032
8.10000,1.387,-0.002,0.013
8.12000,1.387,-0.002,-0.017
8.14000,1.387,-0.004,0.015
8.16000,1.387,-0.001,0.052
8.18000,1.387,0.000,0.039
8.20000,1.387,0.000,0.044
8.22000,1.387,0.001,0.064
8.24000,1.387,0.002,0.082
8.26000,1.387,0.007,-0.032
8.28000,1.387,0.001,-0.148
8.30000,1.387,-0.003,-0.078
8.32000,1.387,-0.002,-0.013
8.34000,1.387,-0.002,-0.023
8.36000,1.387,-0.004,0.014
8.38000,1.387,-0.001,0.051
8.40000,1.387,0.000,0.032
8.42000,1.387,0.000,0.015
8.44000,1.387,0.000,0.006
8.46000,1.387,0.000,0.015
8.48000,1.387,0.000,0.031
8.50000,1.387,0.001,0.045
8.52000,1.387,0.004,-0.015
8.54000,1.387,0.001,-0.080
8.56000,1.387,-0.001,-0.080
8.58000,1.387,-0.004,-0.015
8.60000,1.387,-0.001,0.046
8.62000,1.387,0.000,0.034
8.64000,1.387,0.000,0.029
8.66000,1.387,0.000,0.031
8.68000,1.387,0.001,0.031
8.70000,1.387,0.003,-0.043
8.72000,1.387,0.000,-0.110
8.74000,1.387,-0.004,-0.033
8.76000,1.387,-0.003,0.116
8.78000,1.387,0.003,0.140
8.80000,1.387,0.005,0.030
8.82000,1.387,0.003,-0.014
8.84000,1.387,0.004,-0.046
8.86000,1.387,0.001,-0.080
8.88000,1.387,0.000,-0.068
8.90000,1.387,-0.001,-0.070
8.92000,1.387,-0.004,-0.035
8.94000,1.387,-0.002,-0.027
8.96000,1.387,-0.003,-0.078
8.98000,1.387,-0.008,0.013
9.00000,1.386,-0.005,0.180
9.02000,1.387,0.003,0.164
9.04000,1.387,0.005,0.028
9.06000,1.387,0.002,-0.028
9.08000,1.387,0.002,0.003
9.10000,1.387,0.004,-0.032
9.12000,1.387,0.001,-0.084
9.14000,1.387,-0.001,-0.083
9.16000,1.387,-0.004,-0.026
9.18000,1.387,-0.002,0.031
9.20000,1.387,-0.001,0.026
9.22000,1.387,-0.002,0.077
9.24000,1.387,0.003,0.056
9.26000,1.387,0.003,-0.082
9.28000,1.387,-0.003,-0.085
9.30000,1.387,-0.003,0.038
9.32000,1.387,0.002,0.031
9.34000,1.387,0.000,-0.053
9.36000,1.387,-0.003,-0.014
9.38000,1.387,-0.001,0.037
9.40000,1.387,0.000,0.030
9.42000,1.387,0.000,0.017
9.44000,1.387,0.000,0.018
9.46000,1.387,0.000,0.032
9.48000,1.387,0.001,0.048
9.50000,1.387,0.004,-0.003
9.52000,1.387,0.001,-0.063
9.54000,1.387,0.000,-0.064
9.56000,1.387,-0.001,-0.067
9.58000,1.387,-0.004,-0.021
9.60000,1.387,-0.002,0.005
9.62000,1.387,-0.002,-0.031
9.64000,1.387,-0.005,0.010
9.66000,1.386,-0.003,0.114
9.68000,1.386,0.003,0.085
9.70000,1.387,0.003,-0.067
9.72000,1.387,-0.003,-0.082
9.74000,1.386,-0.003,0.035
9.76000,1.386,0.002,0.016
9.78000,1.387,-0.001,-0.086
9.80000,1.386,-0.005,-0.066
9.82000,1.386,-0.005,0.019
9.84000,1.386,-0.002,0.031
9.86000,1.386,-0.002,-0.031
9.88000,1.386,-0.005,-0.019
9.90000,1.386,-0.005,0.069
9.92000,1.386,-0.001,0.100
9.94000,1.386,0.002,0.019
9.96000,1.386,-0.002,0.029
9.98000,1.386,0.001,0.156
10.00000,1.386,0.007,0.246
