"Time","Force","Position","Velocity","Acceleration"
4.628700,1.473,-0.069,0.001,-0.053
4.662000,1.473,-0.069,-0.004,-0.046
4.695300,1.467,-0.069,-0.004,0.006
4.728600,1.467,-0.069,-0.002,0.010
4.761900,1.473,-0.069,-0.003,0.004
4.795200,1.479,-0.069,-0.002,-0.003
4.828500,1.479,-0.069,-0.003,0.002
4.861800,1.473,-0.070,-0.003,0.037
4.895100,1.479,-0.069,0.000,0.047
4.928400,1.485,-0.070,0.002,0.007
4.961700,1.485,-0.069,0.001,-0.050
4.995000,1.479,-0.069,-0.004,-0.027
5.028300,1.479,-0.070,-0.003,0.053
5.061600,1.473,-0.070,0.002,0.068
5.094900,1.479,-0.069,0.004,0.034
5.128200,1.479,-0.069,0.004,0.002
5.161500,1.479,-0.069,0.003,-0.016
5.194800,1.473,-0.069,0.002,-0.005
5.228100,1.473,-0.069,0.003,0.003
5.261400,1.473,-0.069,0.003,-0.020
5.294700,1.467,-0.069,0.001,-0.034
5.328000,1.467,-0.069,0.001,-0.051
5.361300,1.467,-0.069,-0.003,-0.044
5.394600,1.473,-0.069,-0.004,0.021
5.427900,1.467,-0.069,0.001,0.029
5.461200,1.473,-0.069,0.001,-0.042
5.494500,1.473,-0.069,-0.005,-0.045
5.527800,1.479,-0.069,-0.004,0.009
5.561100,1.479,-0.069,-0.003,0.047
5.594400,1.479,-0.070,0.000,0.059
5.627700,1.485,-0.069,0.002,0.023
5.661000,1.485,-0.069,0.001,-0.013
5.694300,1.479,-0.069,0.001,-0.037
5.727600,1.485,-0.069,-0.003,-0.022
5.760900,1.479,-0.069,-0.003,0.069
5.794200,1.479,-0.070,0.005,0.091
5.827500,1.479,-0.069,0.006,0.015
5.860800,1.473,-0.069,0.005,-0.045
5.894100,1.473,-0.069,0.003,-0.076
5.927400,1.479,-0.069,-0.002,-0.052
5.960700,1.473,-0.069,-0.003,0.014
5.994000,1.467,-0.069,0.000,0.048
6.027300,1.461,-0.069,0.003,0.021
6.060600,1.467,-0.069,0.003,-0.038
6.093900,1.467,-0.069,-0.001,-0.070
6.127200,1.467,-0.069,-0.005,-0.030
6.160500,1.473,-0.069,-0.003,0.022
6.193800,1.479,-0.069,0.000,-0.008
6.227100,1.479,-0.069,-0.003,-0.045
6.260400,1.479,-0.069,-0.006,-0.008
6.293700,1.479,-0.069,-0.004,0.047
6.327000,1.473,-0.070,-0.002,0.084
6.360300,1.485,-0.070,0.003,0.070
6.393600,1.479,-0.069,0.005,-0.007
6.426900,1.485,-0.069,0.001,-0.044
6.460200,1.479,-0.069,-0.001,0.006
6.493500,1.485,-0.069,0.001,0.058
6.526800,1.485,-0.069,0.005,0.034
6.560100,1.473,-0.069,0.005,-0.040
6.593400,1.473,-0.069,0.000,-0.038
6.626700,1.467,-0.069,0.001,0.022
6.660000,1.473,-0.069,0.003,0.031
6.693300,1.467,-0.069,0.004,-0.003
6.726600,1.473,-0.069,0.004,-0.075
6.759900,1.467,-0.068,-0.002,-0.102
6.793200,1.467,-0.069,-0.006,-0.036
6.826500,1.467,-0.069,-0.004,0.025
6.859800,1.473,-0.069,-0.003,0.043
6.893100,1.467,-0.069,0.001,0.001
6.926400,1.473,-0.069,-0.002,-0.061
6.959700,1.485,-0.069,-0.007,-0.017
6.993000,1.473,-0.070,-0.004,0.056
7.026300,1.479,-0.069,-0.001,0.053
7.059600,1.479,-0.070,0.001,-0.005
7.092900,1.479,-0.069,-0.001,-0.049
7.126200,1.485,-0.070,-0.006,0.020
7.159500,1.479,-0.070,0.000,0.098
7.192800,1.479,-0.070,0.005,0.061
7.226100,1.485,-0.069,0.004,-0.005
7.259400,1.479,-0.069,0.003,-0.041
7.292700,1.473,-0.069,0.000,-0.034
7.326000,1.473,-0.069,-0.001,0.021
7.359300,1.467,-0.069,0.003,0.045
7.392600,1.473,-0.069,0.005,-0.008
7.425900,1.467,-0.069,0.002,-0.046
7.459200,1.467,-0.069,0.000,-0.039
7.492500,1.473,-0.069,-0.001,-0.029
7.525800,1.467,-0.069,-0.002,-0.005
7.559100,1.473,-0.069,-0.001,0.005
7.592400,1.467,-0.069,-0.001,-0.016
7.625700,1.473,-0.069,-0.002,-0.036
7.659000,1.473,-0.069,-0.005,-0.006
7.692300,1.479,-0.070,-0.003,0.046
7.725600,1.479,-0.069,0.001,0.024
7.758900,1.485,-0.069,0.000,-0.021
7.792200,1.485,-0.069,-0.003,-0.008
7.825500,1.485,-0.070,-0.003,0.047
7.858800,1.479,-0.070,0.001,0.087
7.892100,1.479,-0.070,0.006,0.057
7.925400,1.479,-0.069,0.006,-0.016
7.958700,1.473,-0.069,0.003,-0.037
7.992000,1.479,-0.069,0.003,-0.023
8.025300,1.473,-0.069,0.001,-0.010
8.058600,1.473,-0.069,0.002,0.010
8.091900,1.467,-0.069,0.004,-0.029
8.125200,1.473,-0.069,0.000,-0.072
8.158500,1.467,-0.069,-0.004,-0.029
