"Time","Force","Position","Velocity","Acceleration"
0.033300,1.869,-0.088,-0.017,0.248
0.066600,1.869,-0.089,-0.009,0.211
0.099900,1.875,-0.089,0.000,0.128
0.133200,1.875,-0.089,0.001,0.010
0.166500,1.875,-0.089,-0.002,-0.030
0.199800,1.875,-0.089,-0.003,0.008
0.233100,1.875,-0.089,-0.002,0.058
0.266400,1.869,-0.089,0.003,0.056
0.299700,1.869,-0.089,0.004,-0.017
0.333000,1.881,-0.089,-0.001,-0.037
0.366300,1.875,-0.089,0.000,0.002
0.399600,1.875,-0.089,0.000,0.027
0.432900,1.869,-0.089,0.002,0.043
0.466200,1.857,-0.089,0.005,0.003
0.499500,1.863,-0.088,0.003,-0.056
0.532800,1.863,-0.088,-0.002,-0.036
0.566100,1.869,-0.089,-0.002,0.034
0.599400,1.869,-0.089,0.003,0.049
0.632700,1.869,-0.088,0.005,-0.020
0.666000,1.863,-0.088,0.001,-0.074
0.699300,1.863,-0.088,-0.003,-0.056
0.732600,1.863,-0.088,-0.004,-0.013
0.765900,1.863,-0.089,-0.003,0.019
0.799200,1.869,-0.089,-0.001,0.013
0.832500,1.875,-0.089,-0.001,-0.015
0.865800,1.875,-0.089,-0.003,-0.006
0.899100,1.875,-0.089,-0.004,0.058
0.932400,1.881,-0.089,0.002,0.075
0.965700,1.869,-0.089,0.005,-0.004
0.999000,1.875,-0.089,0.001,-0.055
1.032300,1.869,-0.089,-0.002,-0.019
1.065600,1.875,-0.089,-0.002,0.057
1.098900,1.875,-0.089,0.003,0.082
1.132200,1.875,-0.089,0.006,0.023
1.165500,1.869,-0.088,0.006,-0.060
1.198800,1.863,-0.088,0.000,-0.085
1.232100,1.863,-0.088,-0.004,-0.008
1.265400,1.863,-0.089,0.000,0.061
1.298700,1.869,-0.088,0.005,0.020
1.332000,1.869,-0.088,0.003,-0.059
1.365300,1.869,-0.088,-0.002,-0.067
1.398600,1.863,-0.088,-0.003,-0.024
1.431900,1.869,-0.088,-0.003,0.009
1.465200,1.869,-0.089,-0.001,0.003
1.498500,1.857,-0.088,-0.002,-0.033
1.531800,1.869,-0.089,-0.005,-0.020
1.565100,1.857,-0.089,-0.004,0.028
1.598400,1.869,-0.089,-0.003,0.057
1.631700,1.869,-0.089,0.000,0.057
1.665000,1.881,-0.089,0.003,-0.009
1.698300,1.875,-0.089,-0.002,-0.043
1.731600,1.875,-0.089,-0.003,0.007
1.764900,1.875,-0.089,0.000,0.044
1.798200,1.869,-0.089,0.001,0.050
1.831500,1.881,-0.089,0.005,0.003
1.864800,1.869,-0.089,0.002,-0.056
1.898100,1.881,-0.089,-0.003,-0.011
1.931400,1.875,-0.089,0.000,0.064
1.964700,1.875,-0.089,0.005,0.044
1.998000,1.863,-0.089,0.004,-0.007
2.031300,1.863,-0.088,0.003,-0.033
2.064600,1.863,-0.088,0.001,-0.028
2.097900,1.857,-0.088,0.001,-0.003
2.131200,1.863,-0.088,0.002,-0.014
2.164500,1.863,-0.088,0.000,-0.040
2.197800,1.863,-0.088,-0.001,-0.047
2.231100,1.863,-0.088,-0.003,-0.030
2.264400,1.869,-0.089,-0.005,0.027
2.297700,1.863,-0.089,0.000,0.027
2.331000,1.869,-0.088,-0.001,-0.028
2.364300,1.869,-0.089,-0.003,-0.039
2.397600,1.869,-0.089,-0.004,-0.015
2.430900,1.875,-0.089,-0.005,0.040
2.464200,1.875,-0.089,-0.001,0.069
2.497500,1.875,-0.089,0.002,0.030
2.530800,1.875,-0.089,0.001,-0.004
