"Time","Position 1","Velocity 1","Acceleration 1","Position 2","Velocity 2","Acceleration 2"
2.66,-0.009,-0.005,-0.077,0.274,0.148,0.011
2.68,-0.009,-0.005,0.073,0.278,0.147,-0.081
2.70,-0.009,0.000,0.138,0.280,0.142,-0.057
2.72,-0.009,0.004,0.048,0.283,0.144,0.021
2.74,-0.009,0.003,-0.110,0.286,0.144,0.030
2.76,-0.009,-0.003,-0.122,0.289,0.147,-0.040
2.78,-0.009,-0.005,0.013,0.292,0.141,-0.061
2.80,-0.009,-0.001,0.076,0.294,0.143,-0.022
2.82,-0.009,0.000,0.047,0.298,0.143,-0.067
2.84,-0.009,0.002,-0.050,0.300,0.139,-0.082
2.86,-0.009,-0.003,-0.072,0.303,0.140,-0.113
2.88,-0.009,-0.004,0.051,0.306,0.134,-0.083
2.90,-0.009,0.002,0.060,0.308,0.134,0.061
2.92,-0.009,-0.002,0.060,0.311,0.139,0.065
2.94,-0.009,0.004,0.051,0.314,0.138,-0.005
2.96,-0.009,0.003,-0.072,0.317,0.138,-0.014
2.98,-0.009,-0.002,-0.050,0.320,0.137,-0.012
3.00,-0.009,0.000,0.047,0.322,0.137,-0.010
3.02,-0.009,0.001,0.076,0.325,0.137,-0.034
3.04,-0.009,0.005,0.013,0.328,0.136,-0.082
3.06,-0.009,0.003,-0.122,0.331,0.135,-0.147
3.08,-0.009,-0.003,-0.110,0.333,0.128,-0.098
3.10,-0.009,-0.004,0.048,0.336,0.130,-0.002
3.12,-0.009,0.000,0.138,0.338,0.130,0.016
3.14,-0.009,0.005,0.073,0.341,0.130,0.023
3.16,-0.009,0.005,-0.077,0.344,0.131,0.019
3.18,-0.009,0.000,-0.152,0.346,0.131,0.012
3.20,-0.009,-0.005,-0.077,0.349,0.133,-0.077
3.22,-0.009,-0.005,0.073,0.352,0.127,-0.146
3.24,-0.009,0.000,0.138,0.354,0.127,-0.193
3.26,-0.009,0.004,0.048,0.357,0.121,-0.261
3.28,-0.009,0.003,-0.106,0.359,0.111,-0.106
3.30,-0.009,-0.003,-0.107,0.361,0.116,0.075
3.32,-0.009,-0.004,0.045,0.363,0.120,0.024
3.34,-0.009,0.000,0.124,0.366,0.117,-0.070
3.36,-0.009,0.004,0.045,0.368,0.115,-0.109
3.38,-0.009,0.003,-0.107,0.370,0.112,-0.076
3.40,-0.009,-0.003,-0.106,0.372,0.111,0.015
3.42,-0.009,-0.004,0.048,0.375,0.114,0.039
3.44,-0.009,0.000,0.138,0.377,0.113,0.042
3.46,-0.009,0.005,0.073,0.379,0.116,0.021
3.48,-0.009,0.005,-0.077,0.382,0.117,-0.125
3.50,-0.009,0.000,-0.152,0.384,0.108,-0.133
3.52,-0.009,-0.005,-0.076,0.386,0.107,0.046
3.54,-0.009,-0.005,0.076,0.388,0.113,0.080
3.56,-0.009,0.000,0.152,0.390,0.114,-0.040
3.58,-0.009,0.005,0.076,0.393,0.110,-0.107
3.60,-0.009,0.005,-0.076,0.395,0.106,-0.025
3.62,-0.009,0.000,-0.152,0.397,0.109,0.077
3.64,-0.009,-0.005,-0.076,0.399,0.111,0.107
3.66,-0.009,-0.005,0.076,0.401,0.115,0.055
3.68,-0.009,0.000,0.153,0.404,0.115,-0.089
3.70,-0.009,0.005,0.079,0.406,0.111,-0.252
3.72,-0.009,0.005,-0.062,0.408,0.106,-0.453
3.74,-0.009,0.000,-0.128,0.411,0.094,-0.629
3.76,-0.009,-0.003,-0.061,0.412,0.070,-0.311
3.78,-0.009,-0.002,-0.002,0.413,0.073,0.369
3.80,-0.009,-0.002,-0.020,0.415,0.097,0.522
3.82,-0.009,-0.004,0.015,0.417,0.102,0.274
3.84,-0.009,-0.001,0.055,0.419,0.104,0.113
3.86,-0.009,0.000,0.050,0.421,0.106,-0.024
3.88,-0.009,0.000,0.058,0.423,0.103,-0.100
3.90,-0.009,0.002,0.065,0.425,0.099,-0.051
3.92,-0.009,0.005,0.003,0.427,0.101,-0.021
3.94,-0.009,0.003,-0.124,0.429,0.101,-0.088
3.96,-0.009,-0.003,-0.110,0.431,0.097,-0.131
3.98,-0.009,-0.004,0.048,0.433,0.095,-0.128
4.00,-0.009,0.000,0.138,0.435,0.091,-0.070
4.02,-0.009,0.005,0.073,0.437,0.091,0.026
4.04,-0.009,0.005,-0.077,0.439,0.094,0.032
4.06,-0.009,0.000,-0.156,0.441,0.094,-0.041
4.08,-0.009,-0.005,-0.091,0.443,0.091,-0.070
4.10,-0.009,-0.005,0.044,0.444,0.090,-0.060
4.12,-0.009,-0.001,0.105,0.446,0.091,-0.130
4.14,-0.009,0.001,0.080,0.448,0.084,-0.152
4.16,-0.009,0.003,-0.010,0.449,0.081,-0.002
4.18,-0.009,0.000,-0.075,0.451,0.086,0.066
4.20,-0.009,-0.003,0.015,0.453,0.087,-0.009
4.22,-0.009,0.000,0.113,0.455,0.084,-0.038
4.24,-0.009,0.005,0.073,0.456,0.084,-0.011
4.26,-0.009,0.005,-0.051,0.458,0.086,-0.053
4.28,-0.009,0.001,-0.120,0.460,0.082,-0.121
4.30,-0.009,-0.001,-0.109,0.461,0.079,-0.098
4.32,-0.009,-0.005,-0.023,0.463,0.079,-0.109
4.34,-0.009,-0.003,0.106,0.465,0.076,-0.220
4.36,-0.009,0.003,0.081,0.466,0.071,-0.356
4.38,-0.009,0.003,-0.081,0.467,0.067,-0.661
4.40,-0.009,-0.003,-0.107,0.469,0.038,-0.715
4.42,-0.009,-0.005,0.016,0.468,0.027,-0.289
4.44,-0.009,-0.001,0.077,0.470,0.038,-0.234
4.46,-0.009,0.000,0.048,0.471,0.015,-0.042
4.48,-0.009,0.002,-0.047,0.470,0.020,0.777
4.50,-0.009,-0.003,-0.057,0.471,0.059,1.044
4.52,-0.009,-0.003,0.083,0.473,0.074,0.797
4.54,-0.009,0.003,0.108,0.474,0.085,0.692
4.56,-0.009,0.002,0.057,0.476,0.099,0.625
4.58,-0.009,0.005,-0.013,0.478,0.116,0.341
4.60,-0.009,0.003,-0.139,0.481,0.119,-0.160
4.62,-0.009,-0.003,-0.128,0.483,0.100,-0.210
4.64,-0.009,-0.005,0.015,0.485,0.101,0.165
4.66,-0.009,-0.001,0.091,0.487,0.109,0.385
4.68,-0.009,0.001,0.076,0.489,0.128,0.035
4.70,-0.009,0.003,-0.014,0.493,0.119,-0.682
4.72,-0.009,0.000,-0.089,0.494,0.088,-0.819
4.74,-0.009,-0.003,-0.014,0.496,0.077,-0.498
4.76,-0.009,-0.001,0.076,0.497,0.071,-0.209
4.78,-0.009,0.001,0.091,0.498,0.071,-0.022
4.80,-0.009,0.005,0.020,0.500,0.073,-0.037
4.82,-0.009,0.003,-0.107,0.501,0.072,-0.168
4.84,-0.009,-0.003,-0.082,0.503,0.064,-0.198
4.86,-0.009,-0.003,0.078,0.504,0.060,-0.060
4.88,-0.009,0.003,0.093,0.505,0.064,0.001
4.90,-0.009,0.004,-0.048,0.507,0.061,0.029
4.92,-0.009,0.000,-0.124,0.507,0.061,0.228
4.94,-0.009,-0.004,-0.038,0.509,0.069,0.423
4.96,-0.009,-0.003,0.142,0.510,0.088,0.151
4.98,-0.009,0.003,0.250,0.513,0.083,-0.474
5.00,-0.009,0.009,0.285,0.513,0.056,-0.965
