"Time","Position 1","Velocity 1","Acceleration 1","Position 2","Velocity 2","Acceleration 2"
1.84,-0.135,-0.165,-0.011,0.109,0.152,0.079
1.86,-0.138,-0.167,-0.073,0.112,0.156,0.052
1.88,-0.142,-0.170,-0.034,0.115,0.156,-0.022
1.90,-0.145,-0.171,0.147,0.118,0.152,0.046
1.92,-0.149,-0.162,0.199,0.121,0.154,0.279
1.94,-0.151,-0.158,0.012,0.124,0.162,0.542
1.96,-0.155,-0.165,-0.032,0.127,0.186,0.337
1.98,-0.158,-0.163,0.068,0.132,0.186,-0.320
2.00,-0.161,-0.157,-0.033,0.135,0.162,-0.516
2.02,-0.164,-0.162,-0.248,0.138,0.155,-0.261
2.04,-0.168,-0.167,-0.468,0.141,0.155,-0.110
2.06,-0.171,-0.178,-0.726,0.144,0.155,-0.125
2.08,-0.174,-0.208,-0.393,0.147,0.149,-0.099
2.10,-0.180,-0.206,0.493,0.150,0.150,-0.034
2.12,-0.183,-0.178,0.929,0.153,0.149,-0.053
2.14,-0.187,-0.159,0.828,0.156,0.147,-0.040
2.16,-0.190,-0.142,0.450,0.159,0.148,-0.051
2.18,-0.192,-0.138,-0.075,0.162,0.145,-0.085
2.20,-0.195,-0.147,-0.422,0.165,0.144,-0.086
2.22,-0.198,-0.163,-0.329,0.168,0.143,-0.114
2.24,-0.202,-0.166,0.030,0.171,0.139,-0.102
2.26,-0.205,-0.157,0.199,0.173,0.138,-0.051
2.28,-0.208,-0.155,0.236,0.176,0.137,-0.019
2.30,-0.211,-0.151,0.318,0.179,0.137,-0.005
2.32,-0.214,-0.136,0.077,0.182,0.137,-0.007
2.34,-0.216,-0.143,-0.347,0.184,0.137,-0.032
2.36,-0.219,-0.159,-0.360,0.187,0.136,-0.075
2.38,-0.223,-0.165,-0.007,0.190,0.135,-0.113
2.40,-0.226,-0.157,0.290,0.193,0.129,-0.017
2.42,-0.229,-0.147,0.278,0.195,0.132,0.137
2.44,-0.232,-0.142,0.050,0.198,0.139,0.077
2.46,-0.235,-0.146,-0.147,0.200,0.137,-0.073
2.48,-0.238,-0.153,-0.100,0.203,0.135,-0.134
2.50,-0.241,-0.151,0.049,0.206,0.128,-0.015
2.52,-0.244,-0.149,0.141,0.208,0.130,0.246
2.54,-0.247,-0.144,0.160,0.211,0.144,0.220
2.56,-0.250,-0.141,0.068,0.214,0.146,-0.093
2.58,-0.252,-0.143,0.003,0.217,0.137,-0.267
2.60,-0.255,-0.143,0.021,0.220,0.128,-0.142
2.62,-0.258,-0.140,-0.010,0.222,0.129,0.112
2.64,-0.261,-0.143,-0.030,0.225,0.138,0.139
2.66,-0.264,-0.143,0.032,0.228,0.139,-0.044
2.68,-0.267,-0.142,0.112,0.230,0.131,-0.046
2.70,-0.270,-0.138,0.129,0.233,0.136,0.022
2.72,-0.272,-0.134,0.021,0.236,0.138,-0.107
2.74,-0.275,-0.137,-0.062,0.238,0.129,-0.155
2.76,-0.278,-0.140,0.007,0.241,0.129,-0.113
2.78,-0.281,-0.137,0.101,0.244,0.127,-0.161
2.80,-0.283,-0.133,0.078,0.246,0.121,-0.120
2.82,-0.286,-0.135,0.060,0.248,0.122,-0.038
2.84,-0.289,-0.131,0.048,0.251,0.120,0.023
2.86,-0.291,-0.131,-0.032,0.253,0.123,0.036
2.88,-0.294,-0.132,-0.125,0.256,0.125,-0.125
2.90,-0.296,-0.137,-0.155,0.258,0.117,-0.243
2.92,-0.299,-0.141,-0.039,0.261,0.111,-0.175
2.94,-0.302,-0.140,0.131,0.263,0.108,0.015
2.96,-0.305,-0.133,0.163,0.265,0.114,0.121
2.98,-0.307,-0.130,0.014,0.267,0.116,0.077
3.00,-0.310,-0.136,0.016,0.269,0.117,0.034
3.02,-0.313,-0.131,0.102,0.272,0.117,0.014
3.04,-0.315,-0.128,0.004,0.274,0.117,0.033
3.06,-0.318,-0.131,-0.097,0.276,0.117,0.075
3.08,-0.320,-0.135,-0.057,0.279,0.119,0.110
3.10,-0.323,-0.135,0.070,0.281,0.125,0.002
3.12,-0.326,-0.130,0.063,0.284,0.121,-0.173
3.14,-0.329,-0.127,-0.180,0.286,0.114,-0.145
3.16,-0.331,-0.132,-0.570,0.288,0.112,0.022
3.18,-0.333,-0.162,-0.404,0.290,0.116,0.124
3.20,-0.338,-0.163,0.393,0.293,0.120,0.086
3.22,-0.340,-0.135,0.715,0.295,0.119,0.034
3.24,-0.343,-0.123,0.516,0.298,0.122,-0.012
3.26,-0.345,-0.114,0.215,0.300,0.120,-0.111
3.28,-0.347,-0.115,-0.082,0.303,0.114,-0.084
3.30,-0.350,-0.123,-0.076,0.305,0.116,-0.002
3.32,-0.353,-0.121,0.091,0.307,0.116,0.002
3.34,-0.355,-0.115,0.088,0.309,0.116,-0.007
3.36,-0.357,-0.117,0.053,0.312,0.116,-0.024
3.38,-0.359,-0.118,0.249,0.314,0.114,-0.003
3.40,-0.362,-0.109,0.528,0.316,0.118,-0.081
3.42,-0.364,-0.096,0.685,0.319,0.113,-0.247
3.44,-0.366,-0.072,0.402,0.321,0.103,-0.182
3.46,-0.366,-0.070,-0.314,0.323,0.104,-0.016
3.48,-0.368,-0.094,-0.625,0.325,0.106,-0.012
3.50,-0.370,-0.106,-0.423,0.327,0.104,-0.060
3.52,-0.373,-0.110,-0.198,0.329,0.103,-0.080
3.54,-0.375,-0.111,-0.060,0.331,0.101,-0.113
3.56,-0.377,-0.113,0.068,0.333,0.098,-0.101
3.58,-0.379,-0.108,0.165,0.335,0.096,-0.047
3.60,-0.381,-0.102,0.066,0.337,0.096,-0.001
3.62,-0.383,-0.104,-0.087,0.339,0.096,0.039
3.64,-0.385,-0.110,-0.047,0.341,0.098,0.061
3.66,-0.388,-0.106,-0.010,0.343,0.101,0.002
3.68,-0.390,-0.107,-0.111,0.345,0.099,-0.129
3.70,-0.392,-0.113,-0.085,0.347,0.093,-0.132
3.72,-0.394,-0.114,0.083,0.349,0.091,-0.016
3.74,-0.397,-0.109,0.191,0.351,0.094,0.015
3.76,-0.399,-0.101,0.095,0.353,0.094,-0.037
3.78,-0.401,-0.104,-0.057,0.354,0.091,-0.031
3.80,-0.403,-0.107,-0.043,0.356,0.091,0.052
3.82,-0.405,-0.107,0.070,0.358,0.095,0.080
3.84,-0.407,-0.103,0.129,0.360,0.096,0.047
3.86,-0.409,-0.099,0.065,0.362,0.096,0.022
3.88,-0.411,-0.101,0.020,0.364,0.096,0.022
3.90,-0.413,-0.101,0.070,0.366,0.096,0.047
3.92,-0.415,-0.098,0.084,0.368,0.098,0.076
3.94,-0.417,-0.096,0.047,0.370,0.101,0.019
3.96,-0.419,-0.096,0.019,0.372,0.101,-0.193
3.98,-0.421,-0.096,0.007,0.374,0.095,-0.456
4.00,-0.423,-0.096,0.015,0.376,0.084,-0.704
4.02,-0.425,-0.096,0.029,0.377,0.056,-0.450
4.04,-0.427,-0.095,0.033,0.377,0.055,0.298
4.06,-0.429,-0.093,-0.034,0.379,0.079,0.572
4.08,-0.430,-0.096,-0.107,0.381,0.088,0.371
4.10,-0.432,-0.100,-0.042,0.383,0.093,0.125
4.12,-0.434,-0.098,0.050,0.385,0.090,-0.023
4.14,-0.436,-0.098,0.155,0.386,0.090,-0.032
4.16,-0.438,-0.091,0.187,0.388,0.089,-0.037
4.18,-0.440,-0.087,0.020,0.390,0.089,-0.072
4.20,-0.442,-0.090,-0.144,0.392,0.087,-0.149
4.22,-0.443,-0.095,-0.168,0.393,0.082,-0.197
4.24,-0.446,-0.099,-0.049,0.395,0.077,-0.149
4.26,-0.447,-0.097,0.067,0.396,0.076,-0.077
4.28,-0.449,-0.095,0.127,0.398,0.075,-0.071
4.30,-0.451,-0.092,0.223,0.399,0.075,-0.202
4.32,-0.453,-0.090,0.458,0.401,0.071,-0.490
4.34,-0.455,-0.077,0.755,0.402,0.058,-0.789
4.36,-0.457,-0.046,0.421,0.404,0.028,-0.542
4.38,-0.456,-0.048,-0.412,0.403,0.024,0.221
4.40,-0.458,-0.077,-0.614,0.404,0.050,0.395
4.42,-0.460,-0.086,-0.029,0.405,0.054,-0.100
4.44,-0.461,-0.085,1.713,0.407,0.045,-0.550
4.46,-0.463,-0.063,7.279,0.408,0.017,-0.318
4.48,-0.465,0.052,22.882,0.407,0.020,0.464
4.50,-0.464,0.590,47.991,0.408,0.048,0.730
4.52,-0.459,1.904,67.220,0.409,0.057,0.624
4.54,-0.426,4.544,27.037,0.410,0.069,0.657
4.56,-0.206,3.981,-56.777,0.412,0.082,0.746
4.58,-0.213,0.963,-86.642,0.413,0.096,0.904
4.60,-0.220,-0.301,-75.237,0.415,0.128,0.554
4.62,-0.227,-1.450,-74.723,0.419,0.132,-0.395
4.64,-0.234,-3.953,-41.662,0.421,0.101,-0.808
4.66,-0.437,-4.100,29.966,0.423,0.086,-0.546
4.68,-0.453,-1.759,57.544,0.424,0.078,-0.094
4.70,-0.469,-0.811,38.142,0.426,0.081,0.420
4.72,-0.475,-0.391,18.405,0.427,0.095,0.809
4.74,-0.483,-0.301,7.557,0.429,0.127,0.527
4.76,-0.488,-0.193,4.114,0.433,0.128,-0.332
4.78,-0.490,-0.135,1.881,0.435,0.101,-0.649
4.80,-0.492,-0.132,0.742,0.437,0.091,-0.420
4.82,-0.495,-0.129,0.728,0.438,0.085,-0.161
4.84,-0.497,-0.103,0.845,0.440,0.088,-0.029
4.86,-0.499,-0.087,0.630,0.442,0.087,-0.056
4.88,-0.501,-0.077,0.354,0.444,0.084,-0.052
4.90,-0.502,-0.075,0.160,0.445,0.084,0.001
4.92,-0.504,-0.072,0.024,0.447,0.086,-0.022
4.94,-0.505,-0.074,-0.076,0.449,0.083,-0.074
4.96,-0.507,-0.076,-0.127,0.450,0.082,-0.096
4.98,-0.508,-0.078,-0.242,0.452,0.081,-0.168
5.00,-0.510,-0.087,-0.357,0.453,0.075,-0.240
