"Time","Position 1","Velocity 1","Acceleration 1","Position 2","Velocity 2","Acceleration 2"
0.62,-0.236,0.258,-0.065,-0.001,0.003,-0.206
0.64,-0.230,0.250,-0.206,-0.001,0.000,-0.075
0.66,-0.226,0.245,-0.129,-0.001,0.001,0.011
0.68,-0.221,0.249,-0.186,-0.001,0.003,-0.035
0.70,-0.216,0.234,-0.095,-0.001,0.000,-0.096
0.72,-0.212,0.243,0.095,-0.001,-0.003,-0.032
0.74,-0.206,0.245,-0.019,-0.001,-0.001,0.033
0.76,-0.202,0.236,0.118,-0.001,0.000,0.029
0.78,-0.197,0.250,0.258,-0.001,0.000,0.014
0.80,-0.191,0.252,0.161,-0.001,0.000,0.003
0.82,-0.187,0.248,0.387,-0.001,0.000,0.001
0.84,-0.182,0.278,0.167,-0.001,0.000,0.003
0.86,-0.174,0.258,-0.259,-0.001,0.000,0.015
0.88,-0.172,0.253,-0.121,-0.001,0.000,0.032
0.90,-0.165,0.269,-0.506,-0.001,0.001,0.048
0.92,-0.160,0.222,-0.373,-0.001,0.004,0.001
0.94,-0.157,0.236,0.430,-0.001,0.001,-0.044
0.96,-0.151,0.265,0.170,-0.001,0.000,-0.014
0.98,-0.146,0.247,-0.284,-0.001,0.000,0.032
1.00,-0.141,0.239,-0.208,-0.001,0.002,0.077
1.02,-0.136,0.239,-0.078,-0.001,0.005,0.047
1.04,-0.132,0.239,-0.043,-0.001,0.005,-0.051
1.06,-0.127,0.239,-0.088,0.000,0.002,-0.094
1.08,-0.122,0.235,-0.098,-0.001,0.000,-0.075
1.10,-0.117,0.234,-0.064,0.000,-0.001,-0.052
1.12,-0.113,0.233,-0.047,-0.001,-0.003,0.025
1.14,-0.108,0.232,-0.038,-0.001,0.000,0.081
1.16,-0.103,0.230,0.024,-0.001,0.003,0.000
1.18,-0.099,0.233,0.060,0.000,0.000,-0.082
1.20,-0.094,0.236,-0.066,-0.001,-0.003,-0.028
1.22,-0.089,0.231,-0.215,-0.001,-0.001,0.037
1.24,-0.085,0.223,-0.190,-0.001,0.000,0.043
1.26,-0.081,0.221,-0.049,-0.001,0.000,0.043
1.28,-0.076,0.224,0.003,-0.001,0.001,0.038
1.30,-0.072,0.222,0.005,-0.001,0.003,-0.024
1.32,-0.067,0.224,-0.037,0.000,0.000,-0.060
1.34,-0.062,0.223,-0.174,-0.001,-0.003,0.062
1.36,-0.058,0.216,-0.242,-0.001,0.002,0.197
1.38,-0.054,0.212,-0.241,-0.001,0.010,0.148
1.40,-0.050,0.208,-0.359,0.000,0.010,-0.004
1.42,-0.045,0.196,-0.436,0.000,0.005,0.041
1.44,-0.042,0.198,-0.823,0.000,0.008,0.265
1.46,-0.037,0.164,-1.330,0.000,0.016,0.488
1.48,-0.036,0.137,-1.573,0.000,0.029,0.648
1.50,-0.031,0.114,-2.278,0.001,0.045,0.654
1.52,-0.030,0.043,-2.721,0.002,0.056,0.593
1.54,-0.030,-0.022,-2.006,0.003,0.068,0.533
1.56,-0.032,-0.036,-1.303,0.005,0.079,0.411
1.58,-0.031,-0.048,-1.619,0.007,0.084,0.320
1.60,-0.033,-0.111,-1.511,0.008,0.090,0.275
1.62,-0.037,-0.131,-0.469,0.010,0.098,0.122
1.64,-0.039,-0.116,0.039,0.013,0.096,-0.044
1.66,-0.041,-0.117,0.005,0.014,0.092,-0.056
1.68,-0.044,-0.120,0.012,0.016,0.093,-0.039
1.70,-0.046,-0.118,0.035,0.018,0.091,-0.002
1.72,-0.048,-0.117,0.025,0.020,0.091,0.105
1.74,-0.050,-0.117,-0.001,0.022,0.096,0.145
1.76,-0.053,-0.117,-0.029,0.023,0.100,0.045
1.78,-0.055,-0.118,-0.052,0.026,0.099,-0.128
1.80,-0.058,-0.120,-0.022,0.028,0.092,-0.171
1.82,-0.060,-0.118,-0.020,0.029,0.090,-0.078
1.84,-0.062,-0.119,-0.110,0.031,0.090,0.011
1.86,-0.065,-0.123,-0.145,0.033,0.091,0.077
1.88,-0.067,-0.128,-0.045,0.035,0.094,0.068
1.90,-0.070,-0.127,0.129,0.037,0.095,0.014
1.92,-0.072,-0.120,0.175,0.039,0.093,0.035
1.94,-0.075,-0.117,0.100,0.040,0.096,0.064
1.96,-0.077,-0.117,0.051,0.042,0.098,-0.037
1.98,-0.079,-0.116,0.040,0.044,0.093,-0.092
2.00,-0.082,-0.115,0.052,0.046,0.093,-0.078
2.02,-0.084,-0.113,0.011,0.048,0.090,-0.054
2.04,-0.086,-0.115,-0.034,0.050,0.088,0.075
2.06,-0.089,-0.115,-0.026,0.051,0.096,0.049
2.08,-0.091,-0.114,-0.076,0.054,0.094,-0.116
2.10,-0.093,-0.120,-0.049,0.055,0.087,-0.097
2.12,-0.096,-0.120,0.115,0.057,0.088,-0.010
2.14,-0.098,-0.113,0.167,0.059,0.089,0.012
2.16,-0.100,-0.111,0.112,0.061,0.089,0.014
2.18,-0.102,-0.109,0.083,0.062,0.089,0.017
2.20,-0.104,-0.108,0.088,0.064,0.090,0.029
2.22,-0.107,-0.105,0.052,0.066,0.090,0.033
2.24,-0.109,-0.105,-0.034,0.068,0.093,-0.032
2.26,-0.111,-0.108,-0.051,0.070,0.089,-0.097
2.28,-0.113,-0.108,-0.010,0.071,0.086,-0.035
2.30,-0.115,-0.106,-0.032,0.073,0.088,0.015
2.32,-0.117,-0.109,-0.053,0.075,0.088,-0.019
2.34,-0.120,-0.112,0.051,0.077,0.088,-0.070
2.36,-0.122,-0.106,0.100,0.078,0.084,-0.070
2.38,-0.124,-0.105,0.031,0.080,0.084,-0.034
2.40,-0.126,-0.107,0.033,0.082,0.085,-0.097
2.42,-0.128,-0.104,0.055,0.084,0.081,-0.181
2.44,-0.130,-0.103,0.032,0.085,0.074,-0.087
2.46,-0.132,-0.103,0.008,0.086,0.076,0.049
2.48,-0.134,-0.103,-0.026,0.088,0.080,0.030
2.50,-0.136,-0.104,-0.060,0.090,0.079,-0.071
2.52,-0.138,-0.105,-0.085,0.091,0.074,-0.050
2.54,-0.140,-0.110,0.017,0.092,0.076,0.029
2.56,-0.143,-0.104,0.113,0.094,0.079,-0.051
2.58,-0.145,-0.101,0.016,0.096,0.075,-0.167
2.60,-0.147,-0.106,-0.019,0.097,0.069,-0.173
2.62,-0.149,-0.104,0.016,0.098,0.065,-0.050
2.64,-0.151,-0.103,-0.051,0.100,0.068,0.055
2.66,-0.153,-0.104,-0.148,0.101,0.069,0.061
2.68,-0.155,-0.107,-0.305,0.103,0.072,-0.017
2.70,-0.157,-0.127,-0.012,0.104,0.069,-0.093
2.72,-0.161,-0.107,0.285,0.105,0.065,-0.032
2.74,-0.161,-0.105,0.093,0.107,0.067,0.030
2.76,-0.165,-0.107,0.048,0.108,0.068,0.010
2.78,-0.165,-0.102,-0.053,0.109,0.068,-0.035
2.80,-0.169,-0.120,0.303,0.111,0.067,-0.091
2.82,-0.171,-0.083,0.351,0.112,0.063,-0.076
2.84,-0.171,-0.095,-0.080,0.113,0.063,0.014
2.86,-0.175,-0.093,-0.198,0.115,0.064,0.109
2.88,-0.174,-0.102,-0.319,0.116,0.068,0.129
2.90,-0.179,-0.117,0.067,0.117,0.072,0.021
2.92,-0.180,-0.098,0.376,0.119,0.069,-0.064
2.94,-0.183,-0.092,0.252,0.120,0.066,-0.001
2.96,-0.184,-0.089,0.136,0.121,0.069,0.061
2.98,-0.186,-0.088,0.060,0.123,0.072,-0.033
3.00,-0.187,-0.086,-0.007,0.124,0.068,-0.150
3.02,-0.190,-0.089,-0.038,0.126,0.063,-0.146
3.04,-0.191,-0.091,0.068,0.127,0.059,-0.024
3.06,-0.193,-0.085,0.114,0.128,0.064,0.032
3.08,-0.194,-0.082,-0.026,0.129,0.062,0.068
3.10,-0.196,-0.089,-0.020,0.130,0.062,0.260
3.12,-0.198,-0.085,0.075,0.132,0.072,0.407
3.14,-0.200,-0.085,0.129,0.133,0.090,0.063
3.16,-0.201,-0.077,0.055,0.136,0.073,-0.205
3.18,-0.202,-0.083,-0.025,0.135,0.073,-0.086
3.20,-0.205,-0.079,-0.031,0.139,0.071,0.002
3.22,-0.205,-0.083,-0.092,0.138,0.071,0.157
3.24,-0.208,-0.086,-0.025,0.141,0.087,-0.142
3.26,-0.209,-0.083,0.027,0.143,0.065,-0.395
3.28,-0.211,-0.083,0.029,0.144,0.060,-0.165
3.30,-0.212,-0.083,0.039,0.145,0.061,-0.023
3.32,-0.215,-0.084,0.141,0.146,0.064,-0.059
3.34,-0.216,-0.075,0.132,0.148,0.058,-0.097
3.36,-0.218,-0.077,0.062,0.148,0.057,-0.015
3.38,-0.219,-0.071,-0.068,0.150,0.059,-0.001
3.40,-0.220,-0.082,-0.135,0.151,0.057,-0.007
3.42,-0.223,-0.079,-0.073,0.152,0.059,-0.037
3.44,-0.223,-0.082,-0.089,0.153,0.056,-0.081
3.46,-0.226,-0.085,0.009,0.154,0.055,-0.082
3.48,-0.227,-0.080,0.040,0.155,0.053,-0.096
3.50,-0.229,-0.084,0.091,0.156,0.050,-0.059
3.52,-0.230,-0.077,0.146,0.157,0.050,0.011
3.54,-0.232,-0.075,0.087,0.158,0.053,-0.017
3.56,-0.233,-0.073,-0.018,0.160,0.051,-0.132
3.58,-0.235,-0.078,-0.046,0.160,0.045,-0.132
3.60,-0.236,-0.076,0.000,0.161,0.043,-0.017
3.62,-0.238,-0.076,-0.026,0.162,0.046,0.012
3.64,-0.239,-0.077,-0.050,0.163,0.046,-0.056
3.66,-0.241,-0.080,0.001,0.164,0.043,-0.082
3.68,-0.243,-0.079,0.130,0.165,0.042,-0.050
3.70,-0.244,-0.072,0.136,0.166,0.041,-0.037
3.72,-0.246,-0.071,0.034,0.166,0.041,-0.055
3.74,-0.247,-0.073,0.031,0.167,0.040,-0.102
3.76,-0.249,-0.072,0.118,0.168,0.036,-0.113
3.78,-0.250,-0.066,0.086,0.169,0.034,-0.079
3.80,-0.251,-0.066,-0.063,0.169,0.033,-0.056
3.82,-0.252,-0.072,-0.059,0.170,0.031,0.006
3.84,-0.254,-0.072,0.107,0.171,0.034,0.027
3.86,-0.255,-0.065,0.179,0.171,0.036,-0.116
3.88,-0.256,-0.062,0.143,0.172,0.029,-0.227
3.90,-0.258,-0.060,0.134,0.172,0.023,-0.159
3.92,-0.259,-0.056,0.106,0.173,0.021,-0.034
3.94,-0.260,-0.055,0.050,0.173,0.022,0.065
3.96,-0.261,-0.055,0.012,0.174,0.026,0.054
3.98,-0.262,-0.055,-0.025,0.174,0.026,-0.062
4.00,-0.263,-0.056,-0.060,0.175,0.024,-0.192
4.02,-0.264,-0.057,-0.081,0.176,0.016,-0.195
4.04,-0.266,-0.062,0.035,0.176,0.012,-0.020
4.06,-0.267,-0.056,0.160,0.176,0.018,0.060
4.08,-0.268,-0.051,0.099,0.176,0.018,-0.021
4.10,-0.269,-0.053,0.048,0.177,0.015,-0.056
4.12,-0.270,-0.050,0.025,0.177,0.014,-0.033
4.14,-0.271,-0.052,0.040,0.177,0.014,-0.031
4.16,-0.272,-0.049,0.080,0.177,0.016,-0.119
4.18,-0.273,-0.048,0.074,0.178,0.009,-0.160
4.20,-0.274,-0.046,0.060,0.178,0.005,-0.020
4.22,-0.275,-0.044,-0.038,0.178,0.010,0.043
4.24,-0.276,-0.046,-0.189,0.178,0.009,0.009
4.26,-0.277,-0.056,-0.127,0.178,0.011,-0.057
4.28,-0.278,-0.056,0.145,0.179,0.007,-0.145
4.30,-0.279,-0.046,0.222,0.179,0.003,-0.131
4.32,-0.280,-0.043,0.092,0.179,0.003,-0.146
4.34,-0.281,-0.043,-0.033,0.179,-0.004,-0.119
4.36,-0.281,-0.046,-0.073,0.179,-0.005,0.008
4.38,-0.283,-0.047,-0.043,0.179,-0.002,0.047
4.40,-0.283,-0.046,-0.080,0.179,-0.001,-0.001
4.42,-0.284,-0.051,-0.050,0.179,-0.002,-0.052
4.44,-0.286,-0.051,0.111,0.179,-0.005,-0.034
4.46,-0.286,-0.044,0.149,0.178,-0.004,0.032
4.48,-0.287,-0.042,0.061,0.178,0.000,-0.050
4.50,-0.288,-0.042,-0.015,0.179,-0.006,-0.148
4.52,-0.289,-0.045,-0.008,0.178,-0.010,-0.063
4.54,-0.290,-0.043,0.014,0.178,-0.008,0.025
4.56,-0.291,-0.043,-0.034,0.178,-0.007,0.055
4.58,-0.292,-0.045,-0.032,0.178,-0.006,0.074
4.60,-0.292,-0.044,-0.029,0.177,-0.005,0.085
4.62,-0.293,-0.046,-0.015,0.177,0.000,-0.031
4.64,-0.294,-0.046,0.066,0.178,-0.006,-0.145
4.66,-0.295,-0.043,0.097,0.177,-0.010,-0.064
4.68,-0.296,-0.041,0.076,0.177,-0.008,0.018
4.70,-0.297,-0.040,0.051,0.177,-0.007,0.022
4.72,-0.298,-0.038,-0.032,0.177,-0.007,-0.001
4.74,-0.298,-0.041,-0.113,0.177,-0.007,-0.029
4.76,-0.299,-0.045,-0.075,0.177,-0.008,-0.051
4.78,-0.300,-0.044,-0.032,0.176,-0.011,-0.015
4.80,-0.301,-0.046,0.009,0.176,-0.008,0.016
4.82,-0.302,-0.045,0.096,0.176,-0.008,-0.020
4.84,-0.303,-0.039,0.051,0.176,-0.011,-0.003
4.86,-0.303,-0.042,-0.049,0.176,-0.008,0.005
4.88,-0.305,-0.045,-0.014,0.176,-0.009,-0.048
4.90,-0.305,-0.042,0.037,0.175,-0.012,-0.037
4.92,-0.306,-0.042,0.029,0.175,-0.012,0.034
4.94,-0.307,-0.041,0.014,0.175,-0.009,0.034
4.96,-0.308,-0.041,0.003,0.175,-0.009,-0.042
4.98,-0.309,-0.041,0.001,0.174,-0.012,-0.079
5.00,-0.309,-0.041,0.000,0.174,-0.013,-0.081
