"Time","Position 1","Velocity 1","Acceleration 1","Position 2","Velocity 2","Acceleration 2"
0.90,0.013,-0.272,0.285,0.117,0.328,0.012
0.92,0.007,-0.274,-0.158,0.124,0.329,0.149
0.94,0.002,-0.280,-0.491,0.130,0.332,0.345
0.96,-0.003,-0.303,-0.313,0.137,0.340,0.549
0.98,-0.011,-0.305,0.415,0.143,0.364,0.303
1.00,-0.016,-0.275,0.644,0.152,0.363,-0.400
1.02,-0.021,-0.268,0.365,0.159,0.336,-0.592
1.04,-0.027,-0.263,0.142,0.165,0.330,-0.330
1.06,-0.032,-0.266,0.049,0.172,0.325,-0.116
1.08,-0.038,-0.264,0.115,0.178,0.328,-0.031
1.10,-0.042,-0.258,0.072,0.185,0.327,-0.114
1.12,-0.048,-0.260,-0.095,0.191,0.322,-0.163
1.14,-0.053,-0.262,-0.288,0.198,0.318,-0.096
1.16,-0.058,-0.268,-0.555,0.204,0.317,0.027
1.18,-0.063,-0.294,-0.353,0.210,0.321,0.061
1.20,-0.070,-0.294,0.368,0.217,0.322,0.014
1.22,-0.075,-0.267,0.577,0.223,0.321,-0.034
1.24,-0.081,-0.261,0.331,0.230,0.319,-0.015
1.26,-0.086,-0.256,0.134,0.236,0.321,-0.002
1.28,-0.091,-0.259,0.082,0.242,0.321,-0.067
1.30,-0.096,-0.257,0.212,0.249,0.317,-0.087
1.32,-0.101,-0.248,0.261,0.255,0.316,-0.065
1.34,-0.106,-0.243,0.146,0.261,0.315,-0.065
1.36,-0.111,-0.242,-0.012,0.268,0.314,-0.084
1.38,-0.116,-0.245,-0.072,0.274,0.311,-0.049
1.40,-0.121,-0.247,-0.042,0.280,0.311,0.048
1.42,-0.126,-0.247,-0.001,0.286,0.314,0.076
1.44,-0.131,-0.247,0.039,0.293,0.315,0.028
1.46,-0.135,-0.245,0.061,0.299,0.315,-0.032
1.48,-0.140,-0.242,-0.003,0.305,0.314,-0.095
1.50,-0.145,-0.244,-0.156,0.312,0.310,-0.098
1.52,-0.150,-0.250,-0.253,0.318,0.309,-0.054
1.54,-0.155,-0.255,-0.247,0.324,0.309,-0.038
1.56,-0.160,-0.258,-0.273,0.330,0.308,-0.058
1.58,-0.165,-0.278,0.164,0.336,0.307,-0.117
1.60,-0.173,-0.248,0.500,0.342,0.303,-0.145
1.62,-0.174,-0.240,0.079,0.348,0.301,-0.130
1.64,-0.181,-0.264,0.321,0.354,0.297,-0.070
1.66,-0.187,-0.220,0.254,0.360,0.297,0.019
1.68,-0.189,-0.234,-0.549,0.366,0.300,-0.047
1.70,-0.196,-0.268,-0.261,0.372,0.299,-0.279
1.72,-0.201,-0.251,0.313,0.378,0.291,-0.542
1.74,-0.205,-0.239,0.252,0.384,0.267,-0.337
1.76,-0.210,-0.242,0.150,0.388,0.267,0.320
1.78,-0.215,-0.239,0.257,0.394,0.291,0.512
1.80,-0.220,-0.225,0.137,0.401,0.298,0.242
1.82,-0.224,-0.231,-0.080,0.407,0.297,0.060
1.84,-0.229,-0.235,-0.023,0.412,0.297,0.028
1.86,-0.233,-0.231,0.021,0.418,0.299,0.004
1.88,-0.238,-0.234,0.069,0.424,0.297,-0.002
1.90,-0.243,-0.228,0.084,0.430,0.297,0.062
1.92,-0.247,-0.226,-0.086,0.436,0.300,0.065
1.94,-0.252,-0.235,-0.095,0.442,0.301,-0.004
1.96,-0.257,-0.236,0.121,0.448,0.300,-0.084
1.98,-0.261,-0.228,0.245,0.454,0.297,-0.109
2.00,-0.266,-0.222,0.188,0.460,0.295,-0.078
2.02,-0.270,-0.220,0.082,0.466,0.294,-0.048
2.04,-0.275,-0.220,0.008,0.472,0.292,0.047
2.06,-0.279,-0.220,-0.042,0.478,0.295,0.146
2.08,-0.283,-0.221,-0.083,0.484,0.300,0.134
2.10,-0.288,-0.224,-0.066,0.490,0.301,0.094
2.12,-0.292,-0.225,0.002,0.496,0.302,0.162
2.14,-0.297,-0.223,0.000,0.502,0.305,0.358
2.16,-0.301,-0.225,-0.002,0.508,0.314,0.590
2.18,-0.306,-0.224,0.066,0.514,0.340,0.287
2.20,-0.310,-0.221,0.084,0.522,0.336,-0.484
2.22,-0.315,-0.220,0.051,0.528,0.308,-0.690
2.24,-0.319,-0.220,0.039,0.534,0.298,-0.392
2.26,-0.323,-0.219,0.065,0.540,0.295,-0.151
2.28,-0.328,-0.218,0.113,0.546,0.295,-0.048
2.30,-0.332,-0.213,0.103,0.551,0.295,-0.051
2.32,-0.336,-0.211,-0.015,0.557,0.293,-0.084
2.34,-0.340,-0.216,-0.046,0.563,0.290,-0.070
2.36,-0.345,-0.216,0.073,0.569,0.290,-0.020
2.38,-0.349,-0.210,0.092,0.575,0.292,-0.065
2.40,-0.353,-0.212,0.085,0.581,0.288,-0.129
2.42,-0.358,-0.210,0.195,0.586,0.284,-0.068
2.44,-0.362,-0.204,0.294,0.592,0.284,0.052
2.46,-0.366,-0.195,0.224,0.598,0.287,0.084
2.48,-0.370,-0.191,-0.027,0.604,0.291,-0.126
2.50,-0.373,-0.198,-0.189,0.609,0.285,-0.652
2.52,-0.378,-0.203,-0.141,0.615,0.277,-1.848
2.54,-0.382,-0.204,-0.035,0.621,0.228,-3.627
2.56,-0.386,-0.202,-0.029,0.626,0.111,-4.270
2.58,-0.390,-0.205,-0.067,0.625,0.010,-2.684
2.60,-0.394,-0.206,-0.060,0.624,0.001,-0.805
2.62,-0.398,-0.207,-0.041,0.625,0.006,-0.111
2.64,-0.402,-0.209,0.065,0.624,0.004,0.058
2.66,-0.406,-0.205,0.189,0.625,0.008,0.022
2.68,-0.410,-0.199,0.195,0.625,0.010,-0.368
2.70,-0.414,-0.195,0.081,0.626,0.005,-1.502
2.72,-0.418,-0.195,-0.077,0.626,-0.032,-3.958
2.74,-0.422,-0.201,-0.087,0.624,-0.123,-6.746
2.76,-0.426,-0.200,-0.011,0.624,-0.306,-7.570
2.78,-0.430,-0.200,0.020,0.619,-0.740,4.591
2.80,-0.434,-0.201,0.139,0.570,-0.143,16.564
2.82,-0.438,-0.195,0.294,0.614,0.439,5.964
2.84,-0.442,-0.190,0.459,0.609,0.111,-6.251
2.86,-0.446,-0.180,0.697,0.614,-0.066,-7.741
2.88,-0.450,-0.152,0.532,0.607,-0.319,-2.021
2.90,-0.451,-0.151,0.691,0.593,-0.163,5.790
2.92,-0.455,-0.171,4.712,0.602,-0.036,10.362
2.94,-0.459,-0.129,19.640,0.587,0.300,11.160
2.96,-0.463,0.324,45.460,0.613,0.633,1.655
2.98,-0.463,1.589,65.617,0.626,0.369,-7.883
3.00,-0.440,4.316,18.293,0.627,0.104,-7.864
3.02,-0.222,3.654,-86.326,0.626,-0.007,-3.987
3.04,-0.225,-0.205,-136.749,0.626,-0.028,-0.602
3.06,-0.233,-3.953,-84.145,0.624,0.005,0.834
3.08,-0.451,-4.519,17.735,0.626,0.037,0.452
3.10,-0.477,-1.909,62.107,0.626,0.024,-0.243
3.12,-0.488,-0.751,42.629,0.627,0.023,-0.701
3.14,-0.492,-0.326,18.822,0.628,-0.009,-0.780
3.16,-0.499,-0.276,5.456,0.626,-0.030,0.118
3.18,-0.503,-0.239,1.258,0.626,0.004,0.631
3.20,-0.507,-0.252,-0.085,0.627,0.013,0.325
3.22,-0.513,-0.261,0.005,0.626,0.019,-0.112
3.24,-0.518,-0.259,0.519,0.628,0.006,-0.422
3.26,-0.524,-0.239,0.997,0.627,-0.015,0.023
3.28,-0.528,-0.206,0.853,0.626,0.006,0.501
3.30,-0.532,-0.198,0.344,0.627,0.026,0.065
3.32,-0.536,-0.200,0.147,0.628,0.010,-0.455
3.34,-0.540,-0.197,0.197,0.627,-0.005,-0.410
3.36,-0.544,-0.190,0.182,0.628,-0.013,-0.014
3.38,-0.547,-0.189,0.148,0.626,-0.007,0.397
3.40,-0.551,-0.185,0.158,0.627,0.020,0.004
3.42,-0.555,-0.181,0.104,0.628,0.007,-0.932
3.44,-0.558,-0.182,0.094,0.628,-0.038,-0.920
3.46,-0.562,-0.178,0.100,0.626,-0.054,0.205
3.48,-0.565,-0.175,-0.014,0.625,-0.020,0.945
3.50,-0.569,-0.179,-0.135,0.625,0.006,0.630
3.52,-0.573,-0.183,-0.184,0.626,0.009,0.037
3.54,-0.576,-0.186,-0.242,0.626,-0.002,-0.194
3.56,-0.580,-0.189,-0.385,0.626,-0.004,-0.177
3.58,-0.584,-0.208,-0.197,0.626,-0.004,-0.302
3.60,-0.589,-0.207,0.384,0.626,-0.011,-0.558
3.62,-0.592,-0.183,0.517,0.626,-0.036,-0.345
3.64,-0.596,-0.176,0.204,0.624,-0.039,0.523
3.66,-0.599,-0.178,-0.002,0.623,-0.010,1.176
3.68,-0.603,-0.181,0.026,0.623,0.016,1.313
3.70,-0.607,-0.178,0.132,0.624,0.056,0.700
3.72,-0.610,-0.173,0.130,0.626,0.058,-0.547
3.74,-0.613,-0.172,0.079,0.627,0.022,-1.242
3.76,-0.617,-0.171,0.053,0.627,-0.003,-1.316
3.78,-0.620,-0.170,0.057,0.627,-0.041,-0.881
3.80,-0.624,-0.168,0.032,0.624,-0.042,-0.351
3.82,-0.627,-0.170,0.118,0.625,-0.026,-1.061
3.84,-0.631,-0.168,0.468,0.625,-0.078,-2.027
3.86,-0.634,-0.158,1.104,0.622,-0.136,-1.746
3.88,-0.637,-0.121,1.615,0.619,-0.159,-0.888
3.90,-0.638,-0.087,1.790,0.615,-0.164,-0.271
3.92,-0.641,-0.049,1.823,0.612,-0.163,0.004
3.94,-0.641,-0.003,1.326,0.609,-0.160,0.051
3.96,-0.640,0.010,0.590,0.606,-0.160,0.041
3.98,-0.640,0.013,0.187,0.602,-0.163,0.222
4.00,-0.640,0.011,0.088,0.599,-0.152,0.422
4.02,-0.640,0.016,-0.006,0.596,-0.141,0.407
4.04,-0.639,0.019,-0.446,0.593,-0.136,0.389
4.06,-0.639,0.005,-1.071,0.591,-0.128,0.463
4.08,-0.638,-0.044,-0.775,0.588,-0.117,0.511
4.10,-0.641,-0.049,0.525,0.586,-0.105,0.457
4.12,-0.641,-0.005,1.079,0.584,-0.098,0.364
4.14,-0.641,0.012,0.897,0.582,-0.093,0.369
4.16,-0.641,0.025,1.232,0.580,-0.083,0.413
4.18,-0.640,0.027,4.116,0.579,-0.075,0.421
4.20,-0.639,0.106,10.611,0.577,-0.067,0.431
4.22,-0.639,0.369,18.332,0.576,-0.057,0.361
4.24,-0.639,1.160,10.798,0.575,-0.051,0.213
4.26,-0.576,1.170,-12.467,0.574,-0.049,0.116
4.28,-0.572,0.306,-20.522,0.573,-0.050,0.198
4.30,-0.578,-0.003,-11.946,0.572,-0.042,0.323
4.32,-0.578,-0.069,-4.951,0.571,-0.035,0.352
4.34,-0.578,-0.162,0.203,0.571,-0.027,0.350
4.36,-0.589,-0.069,3.814,0.570,-0.021,0.327
4.38,-0.584,0.154,0.202,0.570,-0.014,0.290
4.40,-0.573,-0.021,-4.832,0.570,-0.008,0.225
4.42,-0.584,-0.246,-1.258,0.570,-0.006,0.186
4.44,-0.592,-0.105,3.916,0.570,-0.001,0.150
4.46,-0.588,0.073,2.451,0.570,0.001,0.092
4.48,-0.583,0.030,-1.086,0.570,0.003,0.005
4.50,-0.587,-0.054,-1.392,0.570,0.000,-0.046
4.52,-0.587,-0.054,-0.053,0.570,-0.002,0.052
4.54,-0.589,-0.039,0.891,0.570,0.004,0.100
4.56,-0.589,-0.010,1.328,0.570,0.005,0.027
4.58,-0.589,0.022,1.223,0.570,0.003,0.015
4.60,-0.588,0.046,0.762,0.570,0.005,0.009
4.62,-0.587,0.051,0.353,0.570,0.005,-0.044
4.64,-0.586,0.057,0.051,0.570,0.002,-0.023
4.66,-0.585,0.054,-0.376,0.570,0.002,0.061
4.68,-0.584,0.045,-0.955,0.570,0.006,0.064
4.70,-0.583,0.027,-1.969,0.570,0.008,-0.080
4.72,-0.582,-0.044,-2.422,0.571,0.002,-0.159
4.74,-0.585,-0.086,-1.897,0.570,-0.003,-0.032
4.76,-0.585,-0.136,-0.465,0.570,0.000,0.096
4.78,-0.592,-0.128,2.021,0.570,0.005,0.077
4.80,-0.592,-0.030,3.272,0.571,0.005,-0.016
4.82,-0.592,0.023,3.271,0.571,0.002,-0.030
4.84,-0.592,0.127,1.872,0.571,0.002,0.038
4.86,-0.584,0.125,-0.696,0.571,0.005,0.052
4.88,-0.585,0.049,-1.132,0.571,0.005,0.017
4.90,-0.585,0.067,-0.909,0.571,0.003,0.068
4.92,-0.582,0.038,-1.505,0.571,0.007,0.150
4.94,-0.583,-0.011,-1.308,0.571,0.012,0.130
4.96,-0.583,-0.024,-0.708,0.571,0.013,0.068
4.98,-0.584,-0.032,-0.314,0.572,0.014,0.030
5.00,-0.584,-0.030,-0.040,0.572,0.014,0.009
