"Time","Position 1","Velocity 1","Acceleration 1","Position 2","Velocity 2","Acceleration 2"
1.16,-0.144,0.310,-0.082,0.166,-0.189,0.589
1.18,-0.138,0.314,0.030,0.162,-0.181,0.297
1.20,-0.131,0.314,-0.007,0.159,-0.180,0.050
1.22,-0.125,0.312,0.000,0.155,-0.183,-0.021
1.24,-0.119,0.314,0.001,0.151,-0.183,0.056
1.26,-0.112,0.314,-0.070,0.148,-0.180,0.098
1.28,-0.106,0.310,-0.102,0.144,-0.178,0.094
1.30,-0.100,0.309,-0.097,0.141,-0.177,0.106
1.32,-0.094,0.307,-0.112,0.137,-0.173,0.093
1.34,-0.088,0.303,-0.072,0.134,-0.173,0.071
1.36,-0.082,0.302,0.097,0.130,-0.173,0.164
1.38,-0.076,0.305,0.372,0.127,-0.166,0.231
1.40,-0.070,0.314,0.683,0.124,-0.160,0.134
1.42,-0.064,0.343,0.468,0.120,-0.160,0.004
1.44,-0.055,0.346,-0.320,0.117,-0.163,-0.020
1.46,-0.049,0.319,-0.648,0.114,-0.163,0.067
1.48,-0.043,0.308,-0.408,0.111,-0.159,0.109
1.50,-0.037,0.306,-0.233,0.107,-0.157,0.077
1.52,-0.031,0.304,-0.245,0.104,-0.154,-0.029
1.54,-0.025,0.294,-0.170,0.101,-0.158,-0.124
1.56,-0.019,0.293,0.053,0.098,-0.162,-0.080
1.58,-0.013,0.301,0.078,0.095,-0.163,0.030
1.60,-0.007,0.298,0.040,0.092,-0.159,0.063
1.62,-0.001,0.298,0.215,0.089,-0.159,0.021
1.64,0.005,0.306,0.408,0.085,-0.159,0.001
1.66,0.011,0.311,0.647,0.082,-0.161,0.078
1.68,0.017,0.341,0.401,0.079,-0.157,0.212
1.70,0.025,0.343,-0.563,0.076,-0.150,0.296
1.72,0.031,0.309,-1.167,0.073,-0.150,0.663
1.74,0.037,0.290,-1.561,0.070,-0.133,1.531
1.76,0.043,0.259,-2.480,0.067,-0.091,2.592
1.78,0.048,0.196,-3.586,0.066,-0.031,3.686
1.80,0.051,0.109,-4.321,0.065,0.062,4.363
1.82,0.053,0.008,-4.191,0.068,0.166,3.873
1.84,0.051,-0.077,-3.107,0.073,0.232,2.564
1.86,0.049,-0.120,-1.773,0.078,0.265,1.319
1.88,0.046,-0.139,-0.832,0.084,0.275,0.555
1.90,0.043,-0.144,-0.395,0.089,0.280,0.200
1.92,0.040,-0.149,-0.311,0.095,0.283,-0.053
1.94,0.037,-0.159,-0.203,0.100,0.276,-0.142
1.96,0.034,-0.160,-0.020,0.106,0.272,0.000
1.98,0.031,-0.152,-0.179,0.111,0.276,0.152
2.00,0.028,-0.162,-0.554,0.117,0.282,0.157
2.02,0.024,-0.178,-0.712,0.123,0.282,0.185
2.04,0.021,-0.203,-0.246,0.128,0.282,0.467
2.06,0.016,-0.197,0.639,0.133,0.306,0.448
2.08,0.013,-0.163,0.889,0.141,0.314,-0.165
2.10,0.010,-0.149,0.507,0.146,0.294,-0.547
2.12,0.007,-0.145,0.124,0.152,0.282,-0.477
2.14,0.004,-0.147,-0.107,0.158,0.273,-0.252
2.16,0.001,-0.154,-0.085,0.163,0.274,-0.084
2.18,-0.002,-0.154,0.112,0.169,0.275,-0.139
2.20,-0.005,-0.147,0.192,0.174,0.266,-0.106
2.22,-0.008,-0.144,0.146,0.179,0.266,0.094
2.24,-0.011,-0.140,0.057,0.185,0.275,0.081
2.26,-0.014,-0.143,0.020,0.190,0.273,-0.085
2.28,-0.017,-0.142,0.079,0.196,0.268,-0.128
2.30,-0.019,-0.138,0.075,0.201,0.264,-0.026
2.32,-0.022,-0.136,-0.044,0.206,0.268,0.076
2.34,-0.025,-0.142,-0.074,0.212,0.271,0.031
2.36,-0.028,-0.144,0.081,0.217,0.269,-0.020
2.38,-0.031,-0.134,0.005,0.222,0.268,-0.001
2.40,-0.033,-0.134,-0.454,0.228,0.269,0.013
2.42,-0.036,-0.153,-0.814,0.233,0.271,-0.065
2.44,-0.039,-0.184,-0.362,0.239,0.267,-0.164
2.46,-0.044,-0.178,0.562,0.244,0.262,-0.146
2.48,-0.047,-0.145,0.763,0.249,0.258,-0.014
2.50,-0.049,-0.135,0.374,0.254,0.263,0.038
2.52,-0.052,-0.135,0.117,0.260,0.262,-0.004
2.54,-0.055,-0.135,0.061,0.264,0.262,-0.005
2.56,-0.057,-0.132,0.021,0.270,0.263,-0.077
2.58,-0.060,-0.133,-0.077,0.275,0.258,-0.094
2.60,-0.062,-0.137,-0.096,0.280,0.258,-0.050
2.62,-0.065,-0.140,0.033,0.286,0.256,-0.002
2.64,-0.068,-0.136,0.166,0.290,0.257,0.097
2.66,-0.071,-0.129,0.116,0.296,0.263,0.068
2.68,-0.073,-0.130,0.033,0.301,0.261,-0.010
2.70,-0.076,-0.132,0.116,0.306,0.259,0.033
2.72,-0.079,-0.125,0.167,0.311,0.264,0.006
2.74,-0.081,-0.121,0.036,0.317,0.263,-0.154
2.76,-0.083,-0.124,-0.081,0.322,0.253,-0.147
2.78,-0.086,-0.128,-0.044,0.327,0.254,-0.030
2.80,-0.089,-0.127,0.068,0.332,0.256,-0.060
2.82,-0.091,-0.122,0.049,0.337,0.251,-0.080
2.84,-0.093,-0.124,-0.032,0.342,0.252,-0.093
2.86,-0.096,-0.127,0.037,0.347,0.250,-0.189
2.88,-0.098,-0.123,0.136,0.352,0.242,-0.168
2.90,-0.101,-0.119,0.127,0.357,0.239,0.032
2.92,-0.103,-0.117,0.060,0.362,0.245,0.158
2.94,-0.106,-0.117,0.001,0.367,0.250,0.070
2.96,-0.108,-0.117,-0.058,0.372,0.248,-0.048
2.98,-0.110,-0.119,-0.114,0.377,0.247,-0.180
3.00,-0.112,-0.123,-0.110,0.382,0.244,-0.401
3.02,-0.115,-0.126,0.022,0.387,0.234,-0.647
3.04,-0.118,-0.120,0.106,0.391,0.205,-0.321
3.06,-0.120,-0.120,0.125,0.394,0.211,0.449
3.08,-0.123,-0.116,0.138,0.399,0.238,0.571
3.10,-0.125,-0.111,-0.010,0.404,0.242,0.289
3.12,-0.127,-0.119,-0.057,0.409,0.246,0.098
3.14,-0.129,-0.118,0.084,0.414,0.245,-0.055
3.16,-0.132,-0.110,0.024,0.419,0.242,-0.083
3.18,-0.134,-0.114,-0.166,0.424,0.240,-0.043
3.20,-0.136,-0.123,-0.093,0.429,0.240,0.003
3.22,-0.139,-0.121,0.137,0.433,0.240,0.058
3.24,-0.141,-0.113,0.189,0.438,0.242,0.111
3.26,-0.143,-0.111,0.107,0.443,0.246,0.095
3.28,-0.145,-0.110,0.035,0.448,0.249,-0.055
3.30,-0.148,-0.110,-0.017,0.453,0.243,-0.157
3.32,-0.150,-0.110,-0.115,0.458,0.240,-0.138
3.34,-0.152,-0.113,-0.243,0.463,0.238,-0.111
3.36,-0.154,-0.119,-0.366,0.467,0.233,0.040
3.38,-0.156,-0.139,0.030,0.472,0.239,0.179
3.40,-0.161,-0.117,0.432,0.477,0.244,0.129
3.42,-0.160,-0.113,0.375,0.481,0.245,0.025
3.44,-0.165,-0.106,0.410,0.487,0.243,-0.001
3.46,-0.165,-0.081,-0.211,0.491,0.245,0.015
3.48,-0.167,-0.124,-0.367,0.497,0.244,0.059
3.50,-0.171,-0.110,0.087,0.501,0.242,0.326
3.52,-0.171,-0.109,0.090,0.506,0.255,0.623
3.54,-0.176,-0.105,0.050,0.511,0.280,0.331
3.56,-0.175,-0.104,-0.159,0.518,0.277,-0.373
3.58,-0.180,-0.120,0.059,0.522,0.255,-0.638
3.60,-0.181,-0.102,0.275,0.528,0.243,-0.452
3.62,-0.183,-0.109,0.437,0.532,0.236,-0.179
3.64,-0.186,-0.076,0.211,0.537,0.238,-0.013
3.66,-0.185,-0.095,-0.294,0.542,0.237,0.057
3.68,-0.190,-0.100,-0.274,0.546,0.242,0.023
3.70,-0.189,-0.102,-0.342,0.551,0.240,-0.102
3.72,-0.194,-0.122,-0.007,0.556,0.236,-0.131
3.74,-0.195,-0.103,0.347,0.561,0.236,-0.189
3.76,-0.197,-0.098,0.239,0.565,0.228,-0.202
3.78,-0.199,-0.093,0.043,0.570,0.224,-0.058
3.80,-0.201,-0.097,-0.119,0.574,0.226,0.049
3.82,-0.203,-0.101,-0.064,0.579,0.229,0.016
3.84,-0.205,-0.104,0.215,0.584,0.226,0.041
3.86,-0.207,-0.091,0.407,0.588,0.224,0.421
3.88,-0.209,-0.085,0.406,0.592,0.238,0.886
3.90,-0.211,-0.063,-0.141,0.597,0.266,0.874
3.92,-0.210,-0.089,-0.727,0.602,0.315,-0.816
3.94,-0.215,-0.114,-0.318,0.613,0.228,-2.241
3.96,-0.216,-0.102,0.174,0.611,0.154,-0.783
3.98,-0.218,-0.097,0.246,0.615,0.225,-0.470
4.00,-0.219,-0.091,0.183,0.623,0.193,-2.502
4.02,-0.222,-0.090,0.084,0.625,0.094,-3.273
4.04,-0.223,-0.089,0.056,0.625,0.027,-2.408
4.06,-0.225,-0.088,0.064,0.625,-0.009,-1.008
4.08,-0.227,-0.085,0.019,0.624,-0.004,-0.035
4.10,-0.229,-0.087,-0.025,0.625,0.008,0.008
4.12,-0.230,-0.086,-0.051,0.625,0.002,-0.225
4.14,-0.232,-0.091,-0.003,0.625,-0.013,0.005
4.16,-0.234,-0.088,0.096,0.624,-0.004,0.429
4.18,-0.236,-0.082,-0.008,0.625,0.021,0.173
4.20,-0.237,-0.088,-0.096,0.626,0.011,-0.404
4.22,-0.239,-0.091,0.037,0.626,-0.013,-0.296
4.24,-0.241,-0.087,0.201,0.624,-0.006,0.008
4.26,-0.243,-0.079,0.191,0.625,0.010,-0.642
4.28,-0.244,-0.077,0.069,0.626,-0.026,-1.748
4.30,-0.246,-0.079,0.051,0.624,-0.069,-3.164
4.32,-0.247,-0.076,0.070,0.622,-0.111,-6.188
4.34,-0.249,-0.075,0.034,0.622,-0.256,-9.606
4.36,-0.250,-0.073,-0.065,0.622,-0.725,-2.560
4.38,-0.252,-0.079,-0.090,0.580,-0.657,16.418
4.40,-0.253,-0.080,0.032,0.574,0.356,17.527
4.42,-0.255,-0.077,0.097,0.621,0.294,6.353
4.44,-0.256,-0.075,0.092,0.582,0.329,4.676
4.46,-0.258,-0.072,0.017,0.625,0.643,-3.182
4.48,-0.259,-0.074,-0.045,0.626,0.194,-9.112
4.50,-0.261,-0.075,-0.034,0.626,0.057,-5.610
4.52,-0.262,-0.075,-0.029,0.626,-0.011,-2.195
4.54,-0.264,-0.076,-0.032,0.624,0.021,-0.482
4.56,-0.265,-0.077,-0.034,0.628,-0.002,-0.572
4.58,-0.267,-0.079,0.031,0.624,-0.020,-0.319
4.60,-0.269,-0.075,0.094,0.626,0.003,-1.089
4.62,-0.270,-0.072,0.022,0.626,-0.031,-3.902
4.64,-0.271,-0.075,-0.041,0.624,-0.130,-7.467
4.66,-0.273,-0.076,-0.001,0.621,-0.279,-10.813
4.68,-0.274,-0.077,0.126,0.626,-0.845,-1.249
4.70,-0.276,-0.069,0.175,0.570,-0.626,18.815
4.72,-0.277,-0.064,-0.048,0.579,0.442,14.874
4.74,-0.278,-0.073,-0.205,0.612,0.478,-10.447
4.76,-0.280,-0.078,-0.082,0.621,-0.443,-16.255
4.78,-0.282,-0.076,0.081,0.577,-0.712,2.812
4.80,-0.283,-0.074,0.184,0.575,-0.136,16.154
4.82,-0.285,-0.068,0.211,0.582,0.123,19.304
4.84,-0.286,-0.061,0.065,0.569,0.773,13.232
4.86,-0.287,-0.066,-0.063,0.622,0.947,-5.808
4.88,-0.289,-0.067,-0.055,0.626,0.297,-13.850
4.90,-0.290,-0.066,-0.095,0.622,0.095,-8.143
4.92,-0.291,-0.072,-0.075,0.626,0.042,-3.528
4.94,-0.293,-0.072,0.042,0.625,0.011,-1.053
4.96,-0.294,-0.067,0.006,0.626,0.012,-0.012
4.98,-0.295,-0.069,-0.135,0.625,0.017,0.571
5.00,-0.297,-0.075,-0.239,0.627,0.043,1.021
