"Time","Position","Velocity","Acceleration","Time","Position","Velocity"
2.275,0.008,0.122,-3.612,2.275,0.868335098,0.445
2.300,0.009,0.023,-3.768,2.3,0.879393264,0.440
2.325,0.009,-0.073,-3.601,2.325,0.890340234,0.436
2.350,0.006,-0.160,-3.222,2.35,0.901176007,0.431
2.375,0.001,-0.237,-2.681,2.375,0.911900584,0.427
2.400,-0.006,-0.298,-1.945,2.4,0.922513965,0.422
2.425,-0.015,-0.338,-1.023,2.425,0.933016149,0.418
2.450,-0.024,-0.349,-0.089,2.45,0.943407136,0.413
2.475,-0.033,-0.340,0.754,2.475,0.953686928,0.409
2.500,-0.041,-0.313,1.619,2.5,0.963855522,0.405
2.525,-0.049,-0.260,2.475,2.525,0.973912921,0.400
2.550,-0.055,-0.185,3.156,2.55,0.983859123,0.396
2.575,-0.058,-0.095,3.529,2.575,0.993694128,0.391
2.600,-0.059,-0.004,3.643,2.6,1.003417937,0.387
2.625,-0.059,0.090,3.570,2.625,1.01303055,0.382
2.650,-0.055,0.183,3.139,2.65,1.022531966,0.378
2.675,-0.049,0.255,2.387,2.675,1.031922186,0.373
2.700,-0.042,0.299,1.673,2.7,1.04120121,0.369
2.725,-0.034,0.333,1.080,2.725,1.050369037,0.364
2.750,-0.025,0.363,0.112,2.75,1.059425668,0.360
2.775,-0.015,0.351,-1.269,2.775,1.068371102,0.356
2.800,-0.006,0.291,-2.331,2.8,1.07720534,0.351
2.825,0.000,0.222,-2.909,2.825,1.085928381,0.347
2.850,0.005,0.143,-3.286,2.85,1.094540226,0.342
2.875,0.007,0.055,-3.478,2.875,1.103040875,0.338
2.900,0.008,-0.036,-3.460,2.9,1.111430327,0.333
2.925,0.005,-0.121,-3.301,2.925,1.119708582,0.329
2.950,0.002,-0.204,-2.973,2.95,1.127875642,0.324
2.975,-0.005,-0.274,-2.420,2.975,1.135931505,0.320
3.000,-0.012,-0.330,-1.630,3,1.143876171,0.316
3.025,-0.022,-0.359,-0.627,3.025,1.151709641,0.311
3.050,-0.031,-0.365,0.537,3.05,1.159431915,0.307
3.075,-0.041,-0.336,1.791,3.075,1.167042992,0.302
3.100,-0.049,-0.266,2.662,3.1,1.174542873,0.298
3.125,-0.054,-0.192,3.076,3.125,1.181931557,0.293
3.150,-0.058,-0.113,3.434,3.15,1.189209045,0.289
3.175,-0.060,-0.020,3.697,3.175,1.196375337,0.284
3.200,-0.059,0.079,3.657,3.2,1.203430432,0.280
3.225,-0.056,0.170,3.287,3.225,1.210374331,0.276
3.250,-0.051,0.249,2.642,3.25,1.217207033,0.271
3.275,-0.043,0.305,1.827,3.275,1.223928539,0.267
3.300,-0.035,0.342,0.920,3.3,1.230538849,0.262
3.325,-0.026,0.354,-0.070,3.325,1.237037962,0.258
3.350,-0.017,0.336,-0.964,3.35,1.243425878,0.253
3.375,-0.009,0.302,-1.709,3.375,1.249702599,0.249
3.400,-0.001,0.252,-2.468,3.4,1.255868122,0.244
3.425,0.005,0.177,-3.121,3.425,1.26192245,0.240
3.450,0.008,0.090,-3.507,3.45,1.267865581,0.236
3.475,0.009,-0.005,-3.597,3.475,1.273697515,0.231
3.500,0.008,-0.097,-3.366,3.5,1.279418254,0.227
3.525,0.004,-0.175,-2.986,3.525,1.285027795,0.222
3.550,-0.001,-0.248,-2.490,3.55,1.290526141,0.218
3.575,-0.009,-0.306,-1.718,3.575,1.29591329,0.213
3.600,-0.017,-0.337,-0.771,3.6,1.301189242,0.209
3.625,-0.026,-0.345,0.207,3.625,1.306353998,0.204
3.650,-0.035,-0.326,1.122,3.65,1.311407558,0.200
3.675,-0.043,-0.284,1.836,3.675,1.316349921,0.195
3.700,-0.049,-0.233,2.469,3.7,1.321181088,0.191
3.725,-0.055,-0.162,3.084,3.725,1.325901058,0.187
3.750,-0.058,-0.073,3.444,3.75,1.330509833,0.182
3.775,-0.058,0.017,3.499,3.775,1.33500741,0.178
3.800,-0.057,0.107,3.300,3.8,1.339393791,0.173
3.825,-0.053,0.188,2.823,3.825,1.343668976,0.169
3.850,-0.047,0.251,2.234,3.85,1.347832964,0.164
3.875,-0.040,0.297,1.728,3.875,1.351885756,0.160
3.900,-0.032,0.337,1.214,3.9,1.355827352,0.155
3.925,-0.023,0.365,0.442,3.925,1.359657751,0.151
3.950,-0.013,0.359,-0.467,3.95,1.363376954,0.147
3.975,-0.005,0.342,-1.557,3.975,1.36698496,0.142
4.000,0.004,0.312,-3.649,4,1.37048177,0.138
4.025,0.014,0.157,-5.467,4.025,1.373867383,0.133
4.050,0.012,-0.016,-5.199,4.05,1.3771418,0.129
4.075,0.011,-0.130,-3.766,4.075,1.380305021,0.124
4.100,0.005,-0.199,-2.408,4.1,1.383357045,0.120
4.125,0.000,-0.226,-1.977,4.125,1.386297873,0.115
4.150,-0.006,-0.281,-2.173,4.15,1.389127504,0.111
4.175,-0.013,-0.351,-1.741,4.175,1.391845939,0.107
4.200,-0.024,-0.396,-0.254,4.2,1.394453178,0.102
4.225,-0.035,-0.367,1.421,4.225,1.39694922,0.097
4.250,-0.043,-0.305,2.382,4.25,1.399334066,0.088
4.275,-0.050,-0.239,2.909,4.275,1.401607715,0.067
4.300,-0.055,-0.158,3.248,4.3,1.403116141,0.027
4.325,-0.058,-0.072,3.382,4.325,1.403205319,-0.026
4.350,-0.059,0.013,3.408,4.35,1.401875246,-0.082
4.375,-0.057,0.101,3.261,4.375,1.399125925,-0.138
4.400,-0.053,0.181,2.881,4.4,1.394957353,-0.195
4.425,-0.048,0.249,2.309,4.425,1.389369533,-0.252
4.450,-0.040,0.298,1.643,4.45,1.382362463,-0.309
4.475,-0.033,0.333,0.880,4.475,1.373936144,-0.365
4.500,-0.023,0.348,-0.098,4.5,1.364090576,-0.422
4.525,-0.015,0.330,-1.127,4.525,1.352825758,-0.479
4.550,-0.006,0.286,-1.960,4.55,1.34014169,-0.536
4.575,0.000,0.227,-2.589,4.575,1.326038374,-0.593
4.600,0.005,0.156,-3.128,4.6,1.310515808,-0.649
4.625,0.008,0.068,-3.487,4.625,1.293573992,-0.706
4.650,0.009,-0.027,-3.458,4.65,1.275212928,-0.763
4.675,0.006,-0.113,-3.098,4.675,1.255432614,-0.820
4.700,0.003,-0.182,-2.693,4.7,1.23423305,-0.876
4.725,-0.003,-0.247,-2.244,4.725,1.211614237,-0.933
4.750,-0.010,-0.299,-1.573,4.75,1.187576175,-0.990
4.775,-0.018,-0.330,-0.698,4.775,1.162118864,-1.047
4.800,-0.027,-0.337,0.307,4.8,1.135242303,-1.103
4.825,-0.036,-0.313,1.209,4.825,1.106946492,-1.160
4.850,-0.043,-0.271,1.891,4.85,1.077231433,-1.217
4.875,-0.049,-0.217,2.511,4.875,1.046097124,-1.274
4.900,-0.054,-0.146,3.090,4.9,1.013543565,-1.331
4.925,-0.057,-0.058,3.438,4.925,0.979570757,-1.387
4.950,-0.057,0.034,3.414,4.95,0.9441787,-1.444
4.975,-0.055,0.119,3.094,4.975,0.907367394,-1.501
5.000,-0.051,0.189,2.730,5,0.869136838,-1.558
5.025,-0.045,0.252,2.432,5.025,0.829487033,-1.614
5.050,-0.038,0.313,1.955,5.05,0.788417978,-1.671
5.075,-0.030,0.364,0.846,5.075,0.745929674,-1.728
5.100,-0.019,0.377,-1.036,5.1,0.702022121,-1.785
5.125,-0.009,0.309,-2.694,5.125,0.656695318,-1.841
5.150,-0.003,0.204,-2.913,5.15,0.609949266,-1.898
5.175,0.000,0.142,-2.294,5.175,0.561783965,-1.955
5.200,0.003,0.115,-2.497,5.2,0.512199414,-2.012
5.225,0.007,0.039,-3.413,5.225,0.461195614,-2.007
5.250,0.006,-0.075,-3.654,5.25,0.408772564,-1.817
5.275,0.003,-0.175,-2.763,5.275,0.354930265,-1.067
5.300,-0.004,-0.214,-1.780,5.3,0.354930265,-0.298
5.325,-0.008,-0.238,-1.687,5.325,0.354930265,-0.060
5.350,-0.015,-0.291,-1.817,5.35,0.354930265,0.000
5.375,-0.022,-0.349,-1.151,5.375,0.354930265,0.000
5.400,-0.033,-0.376,0.582,5.4,0.354930265,0.000
5.425,-0.043,-0.321,2.382,5.425,0.354930265,0.000
5.450,-0.050,-0.231,3.220,5.45,0.354930265,0.000
5.475,-0.054,-0.145,3.388,5.475,0.354930265,0.000
5.500,-0.057,-0.063,3.430,5.5,0.354930265,0.000
5.525,-0.058,0.025,3.466,5.525,0.354930265,0.000
5.550,-0.056,0.116,3.282,5.55,0.354930265,0.000
5.575,-0.052,0.196,2.785,5.575,0.354930265,0.000
5.600,-0.046,0.259,2.079,5.6,0.354930265,0.000
5.625,-0.038,0.301,1.313,5.625,0.354930265,0.000
5.650,-0.031,0.324,0.572,5.65,0.354930265,0.000
5.675,-0.022,0.331,-0.235,5.675,0.354930265,0.000
5.700,-0.014,0.314,-1.121,5.7,0.354930265,0.000
5.725,-0.006,0.275,-1.982,5.725,0.354930265,0.000
5.750,0.001,0.211,-2.643,5.75,0.354930265,0.000
5.775,0.005,0.136,-3.035,5.775,0.354930265,0.000
5.800,0.008,0.057,-3.278,5.8,0.354930265,0.000
5.825,0.008,-0.030,-3.375,5.825,0.354930265,0.000
5.850,0.006,-0.119,-3.174,5.85,0.354930265,0.000
5.875,0.002,-0.194,-2.717,5.875,0.354930265,0.000
5.900,-0.004,-0.257,-2.110,5.9,0.354930265,0.000
5.925,-0.011,-0.303,-1.317,5.925,0.354930265,0.000
5.950,-0.019,-0.325,-0.418,5.95,0.354930265,0.000
5.975,-0.028,-0.324,0.482,5.975,0.354930265,0.000
6.000,-0.036,-0.298,1.254,6,0.354930265,0.000
6.025,-0.043,-0.258,1.891,6.025,0.354930265,0.000
6.050,-0.049,-0.204,2.515,6.05,0.354930265,0.000
6.075,-0.054,-0.130,3.007,6.075,0.354930265,0.000
6.100,-0.056,-0.048,3.259,6.1,0.354930265,0.000
6.125,-0.056,0.036,3.331,6.125,0.354930265,0.000
6.150,-0.054,0.124,3.158,6.15,0.354930265,0.000
6.175,-0.050,0.198,2.793,6.175,0.354930265,0.000
6.200,-0.044,0.260,2.413,6.2,0.354930265,0.000
6.225,-0.037,0.329,1.543,6.225,0.354930265,0.000
6.250,-0.027,0.357,-0.042,6.25,0.354930265,0.000
6.275,-0.018,0.328,-1.585,6.275,0.354930265,0.000
6.300,-0.009,0.253,-2.199,6.3,0.354930265,0.000
6.325,-0.006,0.193,-1.938,6.325,0.354930265,0.000
6.350,-0.001,0.176,-2.301,6.35,0.354930265,0.000
6.375,0.005,0.103,-3.419,6.375,0.354930265,0.000
6.400,0.006,-0.021,-3.602,6.4,0.354930265,0.000
6.425,0.002,-0.106,-2.695,6.425,0.354930265,0.000
6.450,-0.001,-0.152,-1.807,6.45,0.354930265,0.000
6.475,-0.006,-0.180,-1.561,6.475,0.354930265,0.000
6.500,-0.009,-0.216,-1.901,6.5,0.354930265,0.000
6.525,-0.016,-0.277,-2.099,6.525,0.354930265,0.000
6.550,-0.023,-0.345,-1.299,6.55,0.354930265,0.000
6.575,-0.034,-0.372,0.664,6.575,0.354930265,0.000
6.600,-0.044,-0.308,2.542,6.6,0.354930265,0.000
6.625,-0.050,-0.216,3.325,6.625,0.354930265,0.000
6.650,-0.054,-0.128,3.427,6.65,0.354930265,0.000
6.675,-0.056,-0.044,3.357,6.675,0.354930265,0.000
6.700,-0.056,0.039,3.257,6.7,0.354930265,0.000
6.725,-0.054,0.122,3.018,6.725,0.354930265,0.000
6.750,-0.050,0.196,2.538,6.75,0.354930265,0.000
6.775,-0.044,0.252,1.879,6.775,0.354930265,0.000
6.800,-0.037,0.292,1.096,6.8,0.354930265,0.000
6.825,-0.029,0.309,0.267,6.825,0.354930265,0.000
6.850,-0.021,0.299,-0.318,6.85,0.354930265,0.000
6.875,-0.014,0.286,-0.690,6.875,0.354930265,0.000
6.900,-0.007,0.277,-1.503,6.9,0.354930265,0.000
6.925,0.001,0.221,-2.626,6.925,0.354930265,0.000
6.950,0.005,0.132,-3.252,6.95,0.354930265,0.000
6.975,0.007,0.047,-3.411,6.975,0.354930265,0.000
7.000,0.007,-0.041,-3.365,7,0.354930265,0.000
7.025,0.005,-0.124,-3.118,7.025,0.354930265,0.000
7.050,0.001,-0.199,-2.703,7.05,0.354930265,0.000
7.075,-0.005,-0.271,-1.854,7.075,0.354930265,0.000
7.100,-0.014,-0.295,-0.885,7.1,0.354930265,0.000
7.125,-0.020,-0.301,-0.363,7.125,0.354930265,0.000
7.150,-0.028,-0.317,0.266,7.15,0.354930265,0.000
7.175,-0.037,-0.297,1.184,7.175,0.354930265,0.000
7.200,-0.044,-0.254,1.985,7.2,0.354930265,0.000
7.225,-0.050,-0.195,2.634,7.225,0.354930265,0.000
7.250,-0.054,-0.118,3.049,7.25,0.354930265,0.000
7.275,-0.056,-0.034,3.135,7.275,0.354930265,0.000
7.300,-0.055,0.040,3.161,7.3,0.354930265,0.000
7.325,-0.054,0.119,3.320,7.325,0.354930265,0.000
7.350,-0.050,0.205,3.401,7.35,0.354930265,0.000
7.375,-0.044,0.303,2.794,7.375,0.354930265,0.000
7.400,-0.034,0.372,1.109,7.4,0.354930265,0.000
7.425,-0.024,0.376,-1.130,7.425,0.354930265,0.000
7.450,-0.013,0.290,-2.395,7.45,0.354930265,0.000
7.475,-0.010,0.214,-2.095,7.475,0.354930265,0.000
7.500,-0.004,0.191,-1.875,7.5,0.354930265,0.000
7.525,0.001,0.143,-2.411,7.525,0.354930265,0.000
7.550,0.004,0.072,-3.028,7.55,0.354930265,0.000
7.575,0.005,-0.015,-3.321,7.575,0.354930265,0.000
7.600,0.004,-0.113,-2.829,7.6,0.354930265,0.000
7.625,-0.002,-0.175,-1.747,7.625,0.354930265,0.000
7.650,-0.007,-0.179,-1.426,7.65,0.354930265,0.000
7.675,-0.010,-0.216,-2.104,7.675,0.354930265,0.016
7.700,-0.016,-0.307,-1.975,7.7,0.354930265,0.082
7.725,-0.027,-0.350,-0.513,7.725,0.354930265,0.297
7.750,-0.035,-0.332,1.096,7.75,0.369766655,0.511
7.775,-0.044,-0.286,2.369,7.775,0.384603046,0.577
7.800,-0.050,-0.203,3.111,7.8,0.399439436,0.593
7.825,-0.054,-0.118,3.294,7.825,0.414275826,0.593
7.850,-0.056,-0.034,3.249,7.85,0.429112217,0.593
7.875,-0.056,0.045,3.132,7.875,0.443948607,0.593
7.900,-0.053,0.124,2.912,7.9,0.458784997,0.593
7.925,-0.049,0.196,2.462,7.925,0.473621387,0.593
7.950,-0.043,0.251,1.804,7.95,0.488457778,0.593
7.975,-0.036,0.288,1.040,7.975,0.503294168,0.593
8.000,-0.028,0.305,0.255,8,0.518130558,0.593
8.025,-0.020,0.294,-0.299,8.025,0.532966948,0.593
8.050,-0.014,0.284,-0.693,8.05,0.547803339,0.593
8.075,-0.006,0.273,-1.534,8.075,0.562639729,0.593
8.100,0.001,0.216,-2.651,8.1,0.577476119,0.593
8.125,0.005,0.127,-3.283,8.125,0.59231251,0.593
8.150,0.007,0.041,-3.483,8.15,0.6071489,0.593
8.175,0.007,-0.050,-3.459,8.175,0.62198529,0.593
8.200,0.005,-0.137,-3.136,8.2,0.63682168,0.593
8.225,0.000,-0.219,-2.360,8.225,0.651658071,0.593
8.250,-0.008,-0.257,-1.469,8.25,0.666494461,0.593
8.275,-0.013,-0.279,-0.996,8.275,0.681330851,0.593
8.300,-0.021,-0.311,-0.424,8.3,0.696167241,0.593
8.325,-0.029,-0.307,0.375,8.325,0.711003632,0.593
8.350,-0.037,-0.288,1.092,8.35,0.725840022,0.593
8.375,-0.044,-0.255,1.895,8.375,0.740676412,0.593
8.400,-0.050,-0.194,2.655,8.4,0.755512803,0.593
8.425,-0.054,-0.113,3.050,8.425,0.770349193,0.593
8.450,-0.056,-0.034,3.155,8.45,0.785185583,0.593
8.475,-0.056,0.043,3.278,8.475,0.800021973,0.593
8.500,-0.054,0.128,3.419,8.5,0.814858364,0.593
8.525,-0.049,0.217,3.338,8.525,0.829694754,0.593
8.550,-0.043,0.307,2.612,8.55,0.844531144,0.593
8.575,-0.034,0.373,0.870,8.575,0.859367534,0.593
8.600,-0.023,0.367,-1.398,8.6,0.874203925,0.593
8.625,-0.013,0.274,-2.546,8.625,0.889040315,0.593
8.650,-0.010,0.202,-2.242,8.65,0.903876705,0.593
8.675,-0.004,0.163,-1.841,8.675,0.918713095,0.593
8.700,-0.002,0.127,-1.998,8.7,0.933549486,0.593
8.725,0.003,0.066,-2.336,8.725,0.948385876,0.593
8.750,0.002,0.001,-2.368,8.75,0.963222266,0.593
8.775,0.003,-0.050,-2.493,8.775,0.978058657,0.593
8.800,0.000,-0.125,-2.598,8.8,0.992895047,0.581
8.825,-0.005,-0.165,-3.083,8.825,1.007731437,0.533
8.850,-0.006,-0.286,-3.133,8.85,1.022567827,0.375
8.875,-0.020,-0.372,-1.314,8.875,1.026458654,0.216
8.900,-0.027,-0.354,0.688,8.9,1.03034948,0.168
8.925,-0.037,-0.316,1.937,8.925,1.034240306,0.156
8.950,-0.044,-0.243,2.522,8.95,1.038131132,0.156
8.975,-0.049,-0.182,2.707,8.975,1.042021959,0.156
9.000,-0.053,-0.111,2.949,9,1.045912785,0.156
9.025,-0.055,-0.033,3.101,9.025,1.049803611,0.156
9.050,-0.055,0.046,3.139,9.05,1.053694438,0.156
9.075,-0.053,0.128,2.953,9.075,1.057585264,0.156
9.100,-0.048,0.201,2.458,9.1,1.06147609,0.156
9.125,-0.042,0.255,1.734,9.125,1.065366916,0.156
9.150,-0.035,0.289,0.913,9.15,1.069257743,0.156
9.175,-0.028,0.303,0.049,9.175,1.073148569,0.156
9.200,-0.019,0.286,-0.617,9.2,1.077039395,0.156
9.225,-0.013,0.265,-0.997,9.225,1.080930221,0.156
9.250,-0.006,0.242,-1.538,9.25,1.084821048,0.156
9.275,0.000,0.188,-2.119,9.275,1.088711874,0.156
9.300,0.003,0.138,-2.794,9.3,1.0926027,0.156
9.325,0.007,0.055,-3.594,9.325,1.096493526,0.156
9.350,0.007,-0.057,-3.725,9.35,1.100384353,0.156
9.375,0.004,-0.154,-3.010,9.375,1.104275179,0.156
9.400,-0.002,-0.209,-2.151,9.4,1.108166005,0.156
9.425,-0.007,-0.249,-1.668,9.425,1.112056831,0.156
9.450,-0.014,-0.295,-1.131,9.45,1.115947658,0.156
9.475,-0.022,-0.314,-0.309,9.475,1.119838484,0.156
9.500,-0.030,-0.310,0.549,9.5,1.12372931,0.156
9.525,-0.038,-0.284,1.339,9.525,1.127620137,0.156
9.550,-0.045,-0.241,2.019,9.55,1.131510963,0.156
9.575,-0.050,-0.181,2.591,9.575,1.135401789,0.156
9.600,-0.054,-0.109,3.028,9.6,1.139292615,0.156
9.625,-0.056,-0.024,3.213,9.625,1.143183442,0.156
9.650,-0.055,0.057,3.145,9.65,1.147074268,0.156
9.675,-0.053,0.133,3.040,9.675,1.150965094,0.156
9.700,-0.049,0.209,2.927,9.7,1.15485592,0.156
9.725,-0.042,0.277,2.873,9.725,1.158746747,0.156
9.750,-0.035,0.353,2.610,9.75,1.162637573,0.156
9.775,-0.025,0.423,1.416,9.775,1.166528399,0.156
9.800,-0.014,0.476,-1.647,9.8,1.170419225,0.156
9.825,0.003,0.365,-5.195,9.825,1.174310052,0.156
9.850,0.008,0.117,-4.912,9.85,1.178200878,0.156
9.875,0.005,0.029,-1.526,9.875,1.182091704,0.156
9.900,0.005,0.094,-0.178,9.9,1.185982531,0.156
9.925,0.009,0.177,-4.202,9.925,1.189873357,0.156
9.950,0.025,-0.122,-8.118,9.95,1.193764183,0.156
9.975,0.002,-0.406,-6.427,9.975,1.197655009,0.156
10.000,-0.007,-0.416,-3.492,10,1.201545836,0.156
,,,,10.025,1.205436662,0.156
