"Time","Position","Velocity","Acceleration","Time","Position","Velocity"
2.425,-0.086,0.245,0.803,2.425,0.933016149,0.418
2.450,-0.080,0.263,0.419,2.45,0.943407136,0.413
2.475,-0.073,0.266,0.036,2.475,0.953686928,0.409
2.500,-0.066,0.262,-0.277,2.5,0.963855522,0.405
2.525,-0.060,0.253,-0.617,2.525,0.973912921,0.400
2.550,-0.053,0.233,-1.001,2.55,0.983859123,0.396
2.575,-0.048,0.203,-1.397,2.575,0.993694128,0.391
2.600,-0.043,0.162,-1.747,2.6,1.003417937,0.387
2.625,-0.040,0.113,-1.974,2.625,1.01303055,0.382
2.650,-0.037,0.060,-2.064,2.65,1.022531966,0.378
2.675,-0.036,0.007,-2.022,2.675,1.031922186,0.373
2.700,-0.037,-0.042,-1.918,2.7,1.04120121,0.369
2.725,-0.039,-0.088,-1.831,2.725,1.050369037,0.364
2.750,-0.041,-0.133,-1.764,2.75,1.059425668,0.360
2.775,-0.045,-0.178,-1.605,2.775,1.068371102,0.356
2.800,-0.050,-0.216,-1.304,2.8,1.07720534,0.351
2.825,-0.056,-0.246,-0.895,2.825,1.085928381,0.347
2.850,-0.063,-0.261,-0.484,2.85,1.094540226,0.342
2.875,-0.069,-0.268,-0.142,2.875,1.103040875,0.338
2.900,-0.076,-0.269,0.237,2.9,1.111430327,0.333
2.925,-0.083,-0.258,0.665,2.925,1.119708582,0.329
2.950,-0.089,-0.234,1.023,2.95,1.127875642,0.324
2.975,-0.095,-0.203,1.269,2.975,1.135931505,0.320
3.000,-0.100,-0.171,1.524,3,1.143876171,0.316
3.025,-0.104,-0.129,1.820,3.025,1.151709641,0.311
3.050,-0.106,-0.079,2.054,3.05,1.159431915,0.307
3.075,-0.108,-0.023,2.138,3.075,1.167042992,0.302
3.100,-0.107,0.033,2.019,3.1,1.174542873,0.298
3.125,-0.106,0.078,1.875,3.125,1.181931557,0.293
3.150,-0.103,0.125,1.772,3.15,1.189209045,0.289
3.175,-0.100,0.168,1.615,3.175,1.196375337,0.284
3.200,-0.095,0.207,1.395,3.2,1.203430432,0.280
3.225,-0.089,0.241,1.046,3.225,1.210374331,0.276
3.250,-0.083,0.261,0.613,3.25,1.217207033,0.271
3.275,-0.076,0.273,0.140,3.275,1.223928539,0.267
3.300,-0.069,0.268,-0.330,3.3,1.230538849,0.262
3.325,-0.062,0.251,-0.618,3.325,1.237037962,0.258
3.350,-0.056,0.237,-0.864,3.35,1.243425878,0.253
3.375,-0.050,0.212,-1.232,3.375,1.249702599,0.249
3.400,-0.045,0.173,-1.524,3.4,1.255868122,0.244
3.425,-0.042,0.134,-1.750,3.425,1.26192245,0.240
3.450,-0.038,0.087,-2.010,3.45,1.267865581,0.236
3.475,-0.037,0.030,-2.120,3.475,1.273697515,0.231
3.500,-0.037,-0.024,-2.021,3.5,1.279418254,0.227
3.525,-0.038,-0.072,-1.869,3.525,1.285027795,0.222
3.550,-0.041,-0.118,-1.697,3.55,1.290526141,0.218
3.575,-0.044,-0.157,-1.512,3.575,1.29591329,0.213
3.600,-0.049,-0.192,-1.356,3.6,1.301189242,0.209
3.625,-0.054,-0.225,-1.166,3.625,1.306353998,0.204
3.650,-0.060,-0.255,-0.784,3.65,1.311407558,0.200
3.675,-0.067,-0.268,-0.250,3.675,1.316349921,0.195
3.700,-0.074,-0.266,0.229,3.7,1.321181088,0.191
3.725,-0.081,-0.254,0.612,3.725,1.325901058,0.187
3.750,-0.086,-0.234,0.902,3.75,1.330509833,0.182
3.775,-0.092,-0.207,1.117,3.775,1.33500741,0.178
3.800,-0.097,-0.177,1.314,3.8,1.339393791,0.173
3.825,-0.101,-0.145,1.640,3.825,1.343668976,0.169
3.850,-0.105,-0.098,2.037,3.85,1.347832964,0.164
3.875,-0.106,-0.037,2.171,3.875,1.351885756,0.160
3.900,-0.106,0.018,2.019,3.9,1.355827352,0.155
3.925,-0.105,0.065,1.804,3.925,1.359657751,0.151
3.950,-0.103,0.107,1.624,3.95,1.363376954,0.147
3.975,-0.100,0.144,1.519,3.975,1.36698496,0.142
4.000,-0.096,0.182,1.433,4,1.37048177,0.138
4.025,-0.091,0.220,1.189,4.025,1.373867383,0.133
4.050,-0.085,0.246,0.777,4.05,1.3771418,0.129
4.075,-0.078,0.257,0.370,4.075,1.380305021,0.124
4.100,-0.072,0.264,-0.029,4.1,1.383357045,0.120
4.125,-0.065,0.258,-0.476,4.125,1.386297873,0.115
4.150,-0.058,0.239,-0.869,4.15,1.389127504,0.111
4.175,-0.053,0.212,-1.171,4.175,1.391845939,0.107
4.200,-0.048,0.179,-1.406,4.2,1.394453178,0.102
4.225,-0.044,0.141,-1.599,4.225,1.39694922,0.097
4.250,-0.041,0.098,-1.755,4.25,1.399334066,0.088
4.275,-0.039,0.053,-1.903,4.275,1.401607715,0.067
4.300,-0.038,0.003,-2.042,4.3,1.403116141,0.027
4.325,-0.038,-0.051,-2.091,4.325,1.403205319,-0.026
4.350,-0.040,-0.106,-1.941,4.35,1.401875246,-0.082
4.375,-0.044,-0.152,-1.595,4.375,1.399125925,-0.138
4.400,-0.048,-0.185,-1.248,4.4,1.394957353,-0.195
4.425,-0.053,-0.212,-0.995,4.425,1.389369533,-0.252
4.450,-0.059,-0.234,-0.774,4.45,1.382362463,-0.309
4.475,-0.065,-0.251,-0.529,4.475,1.373936144,-0.365
4.500,-0.072,-0.263,-0.163,4.5,1.364090576,-0.422
4.525,-0.078,-0.263,0.327,4.525,1.352825758,-0.479
4.550,-0.085,-0.247,0.809,4.55,1.34014169,-0.536
4.575,-0.091,-0.219,1.157,4.575,1.326038374,-0.593
4.600,-0.096,-0.186,1.373,4.6,1.310515808,-0.649
4.625,-0.100,-0.150,1.577,4.625,1.293573992,-0.706
4.650,-0.104,-0.108,1.785,4.65,1.275212928,-0.763
4.675,-0.106,-0.060,1.941,4.675,1.255432614,-0.820
4.700,-0.107,-0.009,2.035,4.7,1.23423305,-0.876
4.725,-0.106,0.044,2.043,4.725,1.211614237,-0.933
4.750,-0.105,0.096,1.917,4.75,1.187576175,-0.990
4.775,-0.102,0.141,1.703,4.775,1.162118864,-1.047
4.800,-0.097,0.182,1.433,4.8,1.135242303,-1.103
4.825,-0.092,0.213,1.151,4.825,1.106946492,-1.160
4.850,-0.087,0.239,0.880,4.85,1.077231433,-1.217
4.875,-0.080,0.259,0.537,4.875,1.046097124,-1.274
4.900,-0.074,0.267,0.145,4.9,1.013543565,-1.331
4.925,-0.067,0.267,-0.314,4.925,0.979570757,-1.387
4.950,-0.060,0.252,-0.795,4.95,0.9441787,-1.444
4.975,-0.054,0.224,-1.136,4.975,0.907367394,-1.501
5.000,-0.049,0.192,-1.330,5,0.869136838,-1.558
5.025,-0.044,0.157,-1.496,5.025,0.829487033,-1.614
5.050,-0.041,0.118,-1.703,5.05,0.788417978,-1.671
5.075,-0.038,0.073,-1.941,5.075,0.745929674,-1.728
5.100,-0.037,0.020,-2.115,5.1,0.702022121,-1.785
5.125,-0.037,-0.037,-2.115,5.125,0.656695318,-1.841
5.150,-0.039,-0.090,-1.938,5.15,0.609949266,-1.898
5.175,-0.042,-0.135,-1.688,5.175,0.561783965,-1.955
5.200,-0.046,-0.173,-1.448,5.2,0.512199414,-2.012
5.225,-0.050,-0.207,-1.215,5.225,0.461195614,-2.007
5.250,-0.056,-0.234,-0.966,5.25,0.408772564,-1.817
5.275,-0.062,-0.257,-0.624,5.275,0.354930265,-1.067
5.300,-0.069,-0.267,-0.223,5.3,0.354930265,-0.298
5.325,-0.076,-0.269,0.209,5.325,0.354930265,-0.060
5.350,-0.083,-0.258,0.679,5.35,0.354930265,0.000
5.375,-0.089,-0.233,1.069,5.375,0.354930265,0.000
5.400,-0.095,-0.201,1.335,5.4,0.354930265,0.000
5.425,-0.099,-0.164,1.503,5.425,0.354930265,0.000
5.450,-0.103,-0.126,1.650,5.45,0.354930265,0.000
5.475,-0.105,-0.084,1.861,5.475,0.354930265,0.000
5.500,-0.107,-0.034,2.099,5.5,0.354930265,0.000
5.525,-0.107,0.025,2.174,5.525,0.354930265,0.000
5.550,-0.106,0.080,2.028,5.55,0.354930265,0.000
5.575,-0.103,0.129,1.762,5.575,0.354930265,0.000
5.600,-0.099,0.170,1.433,5.6,0.354930265,0.000
5.625,-0.094,0.198,1.178,5.625,0.354930265,0.000
5.650,-0.089,0.226,1.014,5.65,0.354930265,0.000
5.675,-0.083,0.252,0.741,5.675,0.354930265,0.000
5.700,-0.077,0.266,0.343,5.7,0.354930265,0.000
5.725,-0.070,0.270,-0.113,5.725,0.354930265,0.000
5.750,-0.063,0.262,-0.629,5.75,0.354930265,0.000
5.775,-0.056,0.237,-1.077,5.775,0.354930265,0.000
5.800,-0.051,0.203,-1.335,5.8,0.354930265,0.000
5.825,-0.046,0.167,-1.445,5.825,0.354930265,0.000
5.850,-0.043,0.133,-1.602,5.85,0.354930265,0.000
5.875,-0.039,0.089,-1.840,5.875,0.354930265,0.000
5.900,-0.038,0.038,-1.995,5.9,0.354930265,0.000
5.925,-0.037,-0.014,-2.010,5.925,0.354930265,0.000
5.950,-0.039,-0.063,-1.969,5.95,0.354930265,0.000
5.975,-0.040,-0.113,-1.862,5.975,0.354930265,0.000
6.000,-0.044,-0.159,-1.600,6,0.354930265,0.000
6.025,-0.049,-0.195,-1.265,6.025,0.354930265,0.000
6.050,-0.054,-0.222,-0.927,6.05,0.354930265,0.000
6.075,-0.060,-0.242,-0.578,6.075,0.354930265,0.000
6.100,-0.067,-0.250,-0.267,6.1,0.354930265,0.000
6.125,-0.072,-0.253,-0.032,6.125,0.354930265,0.000
6.150,-0.079,-0.253,0.267,6.15,0.354930265,0.000
6.175,-0.085,-0.243,0.695,6.175,0.354930265,0.000
6.200,-0.092,-0.221,1.205,6.2,0.354930265,0.000
6.225,-0.097,-0.180,1.604,6.225,0.354930265,0.000
6.250,-0.101,-0.134,1.738,6.25,0.354930265,0.000
6.275,-0.103,-0.091,1.783,6.275,0.354930265,0.000
6.300,-0.105,-0.045,1.825,6.3,0.354930265,0.000
6.325,-0.106,-0.002,1.906,6.325,0.354930265,0.000
6.350,-0.106,0.050,1.980,6.35,0.354930265,0.000
6.375,-0.103,0.101,1.901,6.375,0.354930265,0.000
6.400,-0.100,0.147,1.711,6.4,0.354930265,0.000
6.425,-0.096,0.188,1.427,6.425,0.354930265,0.000
6.450,-0.091,0.220,1.051,6.45,0.354930265,0.000
6.475,-0.085,0.242,0.642,6.475,0.354930265,0.000
6.500,-0.078,0.251,0.291,6.5,0.354930265,0.000
6.525,-0.072,0.255,-0.004,6.525,0.354930265,0.000
6.550,-0.066,0.251,-0.311,6.55,0.354930265,0.000
6.575,-0.059,0.241,-0.685,6.575,0.354930265,0.000
6.600,-0.053,0.219,-1.124,6.6,0.354930265,0.000
6.625,-0.048,0.182,-1.455,6.625,0.354930265,0.000
6.650,-0.044,0.144,-1.693,6.65,0.354930265,0.000
6.675,-0.041,0.097,-1.879,6.675,0.354930265,0.000
6.700,-0.039,0.046,-1.912,6.7,0.354930265,0.000
6.725,-0.038,0.000,-1.872,6.725,0.354930265,0.000
6.750,-0.039,-0.047,-1.820,6.75,0.354930265,0.000
6.775,-0.041,-0.090,-1.790,6.775,0.354930265,0.000
6.800,-0.044,-0.137,-1.734,6.8,0.354930265,0.000
6.825,-0.048,-0.181,-1.496,6.825,0.354930265,0.000
6.850,-0.053,-0.215,-1.117,6.85,0.354930265,0.000
6.875,-0.059,-0.238,-0.707,6.875,0.354930265,0.000
6.900,-0.065,-0.249,-0.328,6.9,0.354930265,0.000
6.925,-0.071,-0.253,0.016,6.925,0.354930265,0.000
6.950,-0.078,-0.247,0.295,6.95,0.354930265,0.000
6.975,-0.084,-0.238,0.557,6.975,0.354930265,0.000
7.000,-0.090,-0.221,0.893,7,0.354930265,0.000
7.025,-0.095,-0.194,1.261,7.025,0.354930265,0.000
7.050,-0.100,-0.159,1.640,7.05,0.354930265,0.000
7.075,-0.103,-0.110,1.905,7.075,0.354930265,0.000
7.100,-0.105,-0.059,2.000,7.1,0.354930265,0.000
7.125,-0.106,-0.007,1.977,7.125,0.354930265,0.000
7.150,-0.106,0.041,1.875,7.15,0.354930265,0.000
7.175,-0.104,0.085,1.819,7.175,0.354930265,0.000
7.200,-0.102,0.131,1.773,7.2,0.354930265,0.000
7.225,-0.097,0.177,1.589,7.225,0.354930265,0.000
7.250,-0.092,0.213,1.287,7.25,0.354930265,0.000
7.275,-0.087,0.244,0.855,7.275,0.354930265,0.000
7.300,-0.080,0.258,0.363,7.3,0.354930265,0.000
7.325,-0.074,0.258,0.018,7.325,0.354930265,0.000
7.350,-0.067,0.256,-0.238,7.35,0.354930265,0.000
7.375,-0.061,0.248,-0.546,7.375,0.354930265,0.000
7.400,-0.054,0.231,-0.930,7.4,0.354930265,0.000
7.425,-0.049,0.201,-1.309,7.425,0.354930265,0.000
7.450,-0.044,0.165,-1.659,7.45,0.354930265,0.000
7.475,-0.040,0.117,-1.938,7.475,0.354930265,0.000
7.500,-0.038,0.063,-2.013,7.5,0.354930265,0.000
7.525,-0.037,0.013,-1.936,7.525,0.354930265,0.000
7.550,-0.038,-0.033,-1.864,7.55,0.354930265,0.000
7.575,-0.039,-0.078,-1.838,7.575,0.354930265,0.000
7.600,-0.041,-0.126,-1.774,7.6,0.354930265,0.000
7.625,-0.045,-0.171,-1.563,7.625,0.354930265,0.000
7.650,-0.050,-0.206,-1.253,7.65,0.354930265,0.000
7.675,-0.056,-0.233,-0.929,7.675,0.354930265,0.016
7.700,-0.062,-0.253,-0.566,7.7,0.354930265,0.082
7.725,-0.069,-0.262,-0.194,7.725,0.354930265,0.297
7.750,-0.075,-0.263,0.204,7.75,0.369766655,0.511
7.775,-0.082,-0.252,0.628,7.775,0.384603046,0.577
7.800,-0.088,-0.230,0.957,7.8,0.399439436,0.593
7.825,-0.094,-0.202,1.194,7.825,0.414275826,0.593
7.850,-0.098,-0.171,1.458,7.85,0.429112217,0.593
7.875,-0.102,-0.130,1.735,7.875,0.443948607,0.593
7.900,-0.105,-0.084,1.968,7.9,0.458784997,0.593
7.925,-0.107,-0.029,2.070,7.925,0.473621387,0.593
7.950,-0.106,0.024,1.984,7.95,0.488457778,0.593
7.975,-0.105,0.071,1.842,7.975,0.503294168,0.593
8.000,-0.103,0.117,1.680,8,0.518130558,0.593
8.025,-0.099,0.155,1.541,8.025,0.532966948,0.593
8.050,-0.095,0.193,1.419,8.05,0.547803339,0.593
8.075,-0.090,0.230,1.133,8.075,0.562639729,0.593
8.100,-0.083,0.253,0.691,8.1,0.577476119,0.593
8.125,-0.077,0.264,0.222,8.125,0.59231251,0.593
8.150,-0.070,0.264,-0.228,8.15,0.6071489,0.593
8.175,-0.063,0.251,-0.591,8.175,0.62198529,0.593
8.200,-0.057,0.233,-0.884,8.2,0.63682168,0.593
8.225,-0.052,0.206,-1.151,8.225,0.651658071,0.593
8.250,-0.047,0.174,-1.395,8.25,0.666494461,0.593
8.275,-0.043,0.138,-1.672,8.275,0.681330851,0.593
8.300,-0.040,0.091,-1.931,8.3,0.696167241,0.593
8.325,-0.038,0.038,-2.049,8.325,0.711003632,0.593
8.350,-0.038,-0.015,-2.002,8.35,0.725840022,0.593
8.375,-0.039,-0.066,-1.806,8.375,0.740676412,0.593
8.400,-0.041,-0.105,-1.618,8.4,0.755512803,0.593
8.425,-0.044,-0.144,-1.523,8.425,0.770349193,0.593
8.450,-0.048,-0.183,-1.373,8.45,0.785185583,0.593
8.475,-0.054,-0.214,-1.153,8.475,0.800021973,0.593
8.500,-0.059,-0.242,-0.835,8.5,0.814858364,0.593
8.525,-0.066,-0.259,-0.381,8.525,0.829694754,0.593
8.550,-0.072,-0.263,0.124,8.55,0.844531144,0.593
8.575,-0.079,-0.252,0.595,8.575,0.859367534,0.593
8.600,-0.085,-0.228,0.874,8.6,0.874203925,0.593
8.625,-0.091,-0.206,1.051,8.625,0.889040315,0.593
8.650,-0.095,-0.177,1.290,8.65,0.903876705,0.593
8.675,-0.100,-0.141,1.540,8.675,0.918713095,0.593
8.700,-0.103,-0.101,1.793,8.7,0.933549486,0.593
8.725,-0.105,-0.052,2.005,8.725,0.948385876,0.593
8.750,-0.105,0.004,2.043,8.75,0.963222266,0.593
8.775,-0.105,0.055,1.886,8.775,0.978058657,0.593
8.800,-0.102,0.098,1.695,8.8,0.992895047,0.581
8.825,-0.100,0.138,1.557,8.825,1.007731437,0.533
8.850,-0.095,0.177,1.364,8.85,1.022567827,0.375
8.875,-0.091,0.209,1.065,8.875,1.026458654,0.216
8.900,-0.085,0.230,0.764,8.9,1.03034948,0.168
8.925,-0.079,0.248,0.446,8.925,1.034240306,0.156
8.950,-0.072,0.254,0.071,8.95,1.038131132,0.156
8.975,-0.066,0.251,-0.298,8.975,1.042021959,0.156
9.000,-0.060,0.240,-0.704,9,1.045912785,0.156
9.025,-0.054,0.216,-1.100,9.025,1.049803611,0.156
9.050,-0.049,0.182,-1.364,9.05,1.053694438,0.156
9.075,-0.045,0.146,-1.569,9.075,1.057585264,0.156
9.100,-0.041,0.105,-1.800,9.1,1.06147609,0.156
9.125,-0.039,0.055,-1.960,9.125,1.065366916,0.156
9.150,-0.038,0.003,-1.959,9.15,1.069257743,0.156
9.175,-0.039,-0.045,-1.889,9.175,1.073148569,0.156
9.200,-0.041,-0.092,-1.792,9.2,1.077039395,0.156
9.225,-0.044,-0.135,-1.635,9.225,1.080930221,0.156
9.250,-0.047,-0.174,-1.426,9.25,1.084821048,0.156
9.275,-0.053,-0.209,-1.127,9.275,1.088711874,0.156
9.300,-0.058,-0.232,-0.775,9.3,1.0926027,0.156
9.325,-0.064,-0.246,-0.463,9.325,1.096493526,0.156
9.350,-0.071,-0.255,-0.137,9.35,1.100384353,0.156
9.375,-0.077,-0.256,0.303,9.375,1.104275179,0.156
9.400,-0.084,-0.241,0.768,9.4,1.108166005,0.156
9.425,-0.090,-0.214,1.083,9.425,1.112056831,0.156
9.450,-0.094,-0.183,1.243,9.45,1.115947658,0.156
9.475,-0.099,-0.153,1.443,9.475,1.119838484,0.156
9.500,-0.102,-0.113,1.710,9.5,1.12372931,0.156
9.525,-0.105,-0.066,1.906,9.525,1.127620137,0.156
9.550,-0.106,-0.017,2.056,9.55,1.131510963,0.156
9.575,-0.106,0.040,2.049,9.575,1.135401789,0.156
9.600,-0.103,0.090,1.837,9.6,1.139292615,0.156
9.625,-0.101,0.133,1.568,9.625,1.143183442,0.156
9.650,-0.097,0.168,1.326,9.65,1.147074268,0.156
9.675,-0.092,0.196,1.200,9.675,1.150965094,0.156
9.700,-0.087,0.230,1.001,9.7,1.15485592,0.156
9.725,-0.081,0.250,0.643,9.725,1.158746747,0.156
9.750,-0.074,0.263,0.211,9.75,1.162637573,0.156
9.775,-0.067,0.262,-0.286,9.775,1.166528399,0.156
9.800,-0.061,0.246,-0.691,9.8,1.170419225,0.156
9.825,-0.055,0.226,-1.020,9.825,1.174310052,0.156
9.850,-0.049,0.195,-1.316,9.85,1.178200878,0.156
9.875,-0.045,0.158,-1.527,9.875,1.182091704,0.156
9.900,-0.041,0.118,-1.684,9.9,1.185982531,0.156
9.925,-0.039,0.072,-1.722,9.925,1.189873357,0.156
9.950,-0.038,0.029,-1.633,9.95,1.193764183,0.156
9.975,-0.038,-0.011,-1.490,9.975,1.197655009,0.156
10.000,-0.039,-0.043,-1.358,10,1.201545836,0.156
,,,,10.025,1.205436662,0.156
