"Time","Force","Position","Velocity","Acceleration"
0.033300,0.007,0.000,-0.012,0.163
0.066600,0.007,0.000,-0.006,0.151
0.099900,0.013,0.000,-0.001,0.125
0.133200,0.019,0.000,0.003,0.083
0.166500,0.019,0.000,0.004,0.049
0.199800,0.001,0.000,0.005,0.042
0.233100,0.001,0.000,0.007,0.020
0.266400,-0.005,0.001,0.008,-0.037
0.299700,-0.017,0.001,0.006,-0.112
0.333000,-0.011,0.001,-0.001,-0.160
0.366300,-0.017,0.001,-0.008,-0.117
0.399600,-0.011,0.000,-0.009,-0.052
0.432900,0.001,0.000,-0.010,-0.025
0.466200,0.001,0.000,-0.012,0.045
0.499500,0.007,-0.001,-0.008,0.124
0.532800,0.007,-0.001,-0.001,0.126
0.566100,0.007,-0.001,0.003,0.079
0.599400,0.019,-0.001,0.003,0.041
0.632700,0.007,-0.001,0.003,0.061
0.666000,-0.005,-0.001,0.008,0.079
0.699300,0.001,0.000,0.011,0.026
0.732600,-0.011,0.000,0.011,-0.068
0.765900,-0.011,0.001,0.006,-0.157
0.799200,-0.017,0.001,-0.002,-0.173
0.832500,-0.011,0.001,-0.008,-0.112
0.865800,-0.005,0.000,-0.011,-0.021
0.899100,-0.005,0.000,-0.009,0.075
0.932400,0.001,-0.001,-0.003,0.099
0.965700,0.007,0.000,-0.001,0.065
0.999000,0.019,-0.001,-0.001,0.075
1.032300,0.019,-0.001,0.005,0.069
1.065600,0.019,0.000,0.005,0.041
1.098900,0.001,0.000,0.006,0.045
1.132200,0.001,0.000,0.009,0.008
1.165500,-0.005,0.001,0.008,-0.054
1.198800,-0.005,0.001,0.004,-0.080
1.232100,-0.011,0.001,0.001,-0.080
1.265400,-0.011,0.001,0.000,-0.089
1.298700,-0.017,0.001,-0.003,-0.130
1.332000,-0.005,0.001,-0.011,-0.118
1.365300,0.001,0.000,-0.015,0.002
1.398600,0.007,-0.001,-0.010,0.100
1.431900,0.019,-0.001,-0.005,0.116
1.465200,0.013,-0.001,-0.002,0.124
1.498500,0.013,-0.001,0.003,0.117
1.531800,0.007,-0.001,0.007,0.073
1.565100,0.007,0.000,0.008,0.029
1.598400,-0.005,0.000,0.008,-0.007
1.631700,-0.005,0.000,0.008,-0.048
1.665000,-0.017,0.001,0.006,-0.107
1.698300,-0.005,0.001,0.000,-0.141
1.731600,-0.017,0.001,-0.006,-0.099
1.764900,-0.011,0.000,-0.008,-0.025
1.798200,-0.005,0.000,-0.007,0.039
1.831500,-0.005,0.000,-0.004,0.074
1.864800,0.013,0.000,-0.001,0.071
1.898100,0.019,0.000,0.001,0.057
1.931400,0.019,0.000,0.003,0.044
1.964700,0.013,0.000,0.004,0.030
1.998000,0.013,0.000,0.003,0.050
2.031300,-0.005,0.000,0.008,0.033
2.064600,0.001,0.001,0.007,-0.028
2.097900,-0.011,0.001,0.004,-0.036
2.131200,-0.011,0.001,0.007,-0.082
2.164500,-0.017,0.001,0.000,-0.144
2.197800,-0.011,0.001,-0.007,-0.095
2.231100,-0.005,0.001,-0.006,-0.039
2.264400,-0.005,0.001,-0.008,-0.014
2.297700,0.001,0.000,-0.009,0.050
