"Time","Force","Position","Velocity","Acceleration"
0.033300,1.659,-0.079,-0.011,0.176
0.066600,1.659,-0.079,-0.005,0.152
0.099900,1.659,-0.079,0.001,0.086
0.133200,1.671,-0.079,0.002,-0.018
0.166500,1.659,-0.079,-0.001,-0.089
0.199800,1.671,-0.079,-0.007,-0.074
0.233100,1.665,-0.079,-0.009,0.015
0.266400,1.671,-0.080,-0.004,0.069
0.299700,1.677,-0.080,0.000,0.022
0.333000,1.683,-0.079,-0.003,-0.020
0.366300,1.683,-0.080,-0.005,0.028
0.399600,1.689,-0.080,-0.001,0.078
0.432900,1.683,-0.080,0.001,0.091
0.466200,1.671,-0.080,0.006,0.064
0.499500,1.677,-0.079,0.007,-0.001
0.532800,1.665,-0.079,0.005,-0.027
0.566100,1.671,-0.079,0.004,-0.018
0.599400,1.677,-0.079,0.003,0.015
0.632700,1.683,-0.079,0.006,0.009
0.666000,1.671,-0.079,0.006,-0.058
0.699300,1.665,-0.079,0.001,-0.088
0.732600,1.659,-0.079,-0.003,-0.053
0.765900,1.653,-0.079,-0.003,-0.002
0.799200,1.671,-0.079,-0.001,0.008
0.832500,1.647,-0.079,-0.001,-0.020
0.865800,1.683,-0.079,-0.003,-0.032
0.899100,1.677,-0.079,-0.004,-0.017
0.932400,1.677,-0.079,-0.004,0.001
0.965700,1.677,-0.079,-0.005,0.030
0.999000,1.665,-0.080,0.000,0.008
1.032300,1.665,-0.079,-0.003,-0.049
1.065600,1.677,-0.080,-0.009,0.023
1.098900,1.683,-0.080,-0.002,0.110
1.132200,1.683,-0.080,0.003,0.082
1.165500,1.701,-0.080,0.005,0.005
1.198800,1.677,-0.079,0.003,-0.058
1.232100,1.683,-0.080,-0.003,-0.008
1.265400,1.677,-0.080,0.002,0.051
1.298700,1.659,-0.079,0.004,0.038
1.332000,1.665,-0.079,0.005,0.018
1.365300,1.671,-0.079,0.005,-0.020
1.398600,1.671,-0.079,0.002,-0.024
1.431900,1.677,-0.079,0.002,0.015
1.465200,1.671,-0.079,0.005,-0.001
1.498500,1.647,-0.079,0.003,-0.055
1.531800,1.665,-0.079,0.000,-0.076
1.565100,1.647,-0.079,-0.003,-0.058
1.598400,1.671,-0.079,-0.004,-0.027
1.631700,1.677,-0.079,-0.004,-0.015
1.665000,1.671,-0.079,-0.004,-0.018
1.698300,1.677,-0.079,-0.005,-0.027
1.731600,1.671,-0.079,-0.007,-0.006
1.764900,1.677,-0.080,-0.007,0.046
1.798200,1.677,-0.080,-0.003,0.078
1.831500,1.683,-0.080,0.001,0.049
1.864800,1.677,-0.080,0.000,0.015
1.898100,1.695,-0.080,-0.001,0.048
1.931400,1.683,-0.080,0.003,0.075
1.964700,1.695,-0.080,0.007,0.034
1.998000,1.677,-0.079,0.007,-0.032
2.031300,1.665,-0.079,0.003,-0.066
2.064600,1.671,-0.079,-0.001,-0.018
2.097900,1.665,-0.079,0.001,0.053
2.131200,1.671,-0.079,0.006,0.038
2.164500,1.665,-0.079,0.006,-0.042
2.197800,1.671,-0.079,0.003,-0.104
2.231100,1.659,-0.079,-0.004,-0.073
2.264400,1.665,-0.079,-0.004,0.002
2.297700,1.653,-0.079,-0.002,0.017
2.331000,1.659,-0.079,-0.002,0.009
2.364300,1.659,-0.079,0.000,-0.035
2.397600,1.671,-0.079,-0.004,-0.078
2.430900,1.683,-0.079,-0.008,-0.028
2.464200,1.677,-0.080,-0.006,0.027
2.497500,1.677,-0.080,-0.006,0.056
2.530800,1.671,-0.080,-0.001,0.053
2.564100,1.683,-0.080,0.000,-0.013
2.597400,1.683,-0.080,-0.005,-0.013
2.630700,1.695,-0.080,-0.003,0.055
2.664000,1.677,-0.080,0.000,0.097
2.697300,1.689,-0.080,0.005,0.093
2.730600,1.689,-0.080,0.009,0.026
2.763900,1.665,-0.079,0.007,-0.046
2.797200,1.671,-0.079,0.002,-0.015
2.830500,1.665,-0.080,0.006,0.017
2.863800,1.665,-0.079,0.006,-0.026
2.897100,1.671,-0.079,0.003,-0.039
2.930400,1.677,-0.079,0.003,-0.039
2.963700,1.659,-0.079,0.000,-0.046
2.997000,1.665,-0.079,-0.001,-0.039
3.030300,1.653,-0.079,-0.003,-0.019
3.063600,1.659,-0.079,-0.003,0.010
3.096900,1.665,-0.079,0.000,-0.018
3.130200,1.665,-0.079,-0.003,-0.054
3.163500,1.683,-0.079,-0.006,-0.024
3.196800,1.671,-0.079,-0.005,0.002
3.230100,1.677,-0.080,-0.005,0.001
3.263400,1.689,-0.080,-0.005,0.002
3.296700,1.677,-0.080,-0.006,0.043
3.330000,1.677,-0.080,-0.003,0.099
3.363300,1.683,-0.080,0.003,0.093
3.396600,1.683,-0.080,0.006,0.024
3.429900,1.689,-0.080,0.004,-0.035
3.463200,1.683,-0.080,0.001,-0.026
3.496500,1.671,-0.080,0.001,0.021
3.529800,1.677,-0.080,0.003,0.062
3.563100,1.665,-0.080,0.008,0.021
3.596400,1.671,-0.079,0.006,-0.074
3.629700,1.665,-0.079,0.000,-0.073
3.663000,1.665,-0.079,-0.001,-0.019
3.696300,1.665,-0.079,-0.001,0.024
3.729600,1.659,-0.079,0.003,0.020
3.762900,1.665,-0.079,0.003,-0.068
3.796200,1.659,-0.079,-0.005,-0.087
3.829500,1.665,-0.079,-0.006,-0.013
3.862800,1.665,-0.079,-0.004,0.032
3.896100,1.671,-0.080,-0.002,0.009
3.929400,1.671,-0.079,-0.002,-0.049
3.962700,1.683,-0.080,-0.007,-0.049
3.996000,1.677,-0.080,-0.009,0.037
4.029300,1.683,-0.081,-0.004,0.110
4.062600,1.683,-0.080,0.002,0.093
4.095900,1.683,-0.080,0.003,0.038
4.129200,1.689,-0.080,0.003,0.004
4.162500,1.677,-0.080,0.002,0.014
4.195800,1.689,-0.080,0.004,0.034
4.229100,1.671,-0.080,0.006,0.005
4.262400,1.671,-0.079,0.005,-0.028
4.295700,1.671,-0.079,0.003,-0.034
4.329000,1.665,-0.079,0.001,-0.014
4.362300,1.665,-0.079,0.002,0.019
4.395600,1.671,-0.079,0.005,-0.013
4.428900,1.665,-0.079,0.003,-0.081
4.462200,1.659,-0.079,-0.003,-0.082
4.495500,1.665,-0.079,-0.005,-0.013
4.528800,1.659,-0.079,-0.003,0.043
4.562100,1.665,-0.079,0.001,0.009
4.595400,1.653,-0.079,-0.001,-0.058
